2/15/09 17:40
2/16/09 18:50
2/17/09 18:52
2/18/09 18:18
2/19/09 19:18
2/26/09 18:37 183
2/27/09 18:51 183.4 
2/28/09 17:29 182.6
3/01/09 17:18 184.6
3/02/09 17:04 182.6  2.0
3/03/09 33:04 181.6  3.7
3/04/09 36:04 181.2  3.7
3/05/09 36:50 183.8  3.7
3/06/09 35:39 185.0  3.7
3/07/09 32:24 183.8  3.7
3/08/09 33:01 184.6  3.7
3/09/09 32:23 184.6  3.7
3/10/09 34:25 182.4  3.7
3/11/09 35:06 185.0  3.7
