 RICOTTA CHEESE PART SKIM MILK,1,CUP,340,13,19,28,76,12.1 ,246,,,,,,,,,,,
 RICOTTA CHEESE WHOLE MILK,1,CUP,430,7,32,28,124,20.4 ,246,,,,,,,,,,,
 ROAST BEEF SANDWICH,1,ITM,345,34,13,22,55,3.5 ,150,,,,,,,,,,,
 ROOT BEER,12,FLOZ,165,42,0,0,0,0 ,370,,,,,,,,,,,
 RYE WAFERS WHOLE-GRAIN,2,WAFERS,55,10,1,1,0,0.3 ,14,,,,,,,,,,,
 SAFFLOWER OIL,1,TBSP,125,0,14,0,0,1.3 ,14,,,,,,,,,,,
 SALAD CAFE-BOWL,1,ITM,280,1,6,4,0,4 ,80,,,,,,,,,,,
 SALAD DRESSING 1000 ISLAND,1,TBSP,60,2,6,0,4,1 ,16,,,,,,,,,,,
 SALAMI COOKED TYPE,2,SLICES,145,1,11,8,37,4.6 ,57,,,,,,,,,,,
 SALAMI DRY TYPE,2,SLICES,85,1,7,5,16,2.4 ,20,,,,,,,,,,,
 SALT ,1,TSP,0,0,0,0,0,0 ,5.5,,,,,,,,,,,
 SALTINES ,4,CRACKR,50,9,1,1,4,0.5 ,12,,,,,,,,,,,
 SANDWICH SPREAD PORK BEEF,1,TBSP,35,2,3,1,6,0.9 ,15,,,,,,,,,,,
 SANDWICH TYPE COOKIE,4,ITM,195,29,8,2,0,2 ,40,,,,,,,,,,,
 SARDINES CANNED OIL,3,OZ,175,0,9,20,85,2.1 ,85,,,,,,,,,,,
 SAUERKRAUT CANNED,1,CUP,45,10,0,2,0,0.1 ,236,,,,,,,,,,,
 SCALLOPS BREADED,6,SCALOP,195,10,10,15,70,2.5 ,90,,,,,,,,,,,
 SEMISWEET CHOCOLATE,1,CUP,860,97,61,7,0,36.2 ,170,,,,,,,,,,,
 SESAME SEEDS,1,TBSP,45,1,4,2,0,0.6 ,8,,,,,,,,,,,
 SHEPARDS PIE,1,ITM,230,15,4,27,80,4,250,,,,,,,,,,,
 SHORTBREAD COOKIE,4,ITM,155,20,8,2,27,2.9 ,32,,,,,,,,,,,
 SHRIMP CANNED,3,OZ,100,1,1,21,128,0.2 ,85,,,,,,,,,,,
 SHRIMP FRENCH FRIED,3,OZ,200,11,10,16,168,2.5 ,85,,,,,,,,,,,
 SNACK TYPE CRACKERS,1,CRACKR,15,2,1,0,0,0.2 ,3,,,,,,,,,,,
 SOUR CREAM,1,TBSP,25,1,3,0,5,1.6 ,12,,,,,,,,,,,
 SPINACH SOUFFLE,1,CUP,220,3,18,11,184,7.1 ,136,,,,,,,,,,,
 SPRING ROLL,1,ITM,58,7,2.6,1.7,0,0 ,28,,,,,,,,,,,
 SUGAR COOKIE,4,ITM,235,31,12,2,29,2.3 ,48,,,,,,,,,,,
 SUGAR FROSTED FLAKES KELLOGG,1,OZ,110,26,0,1,0,0 ,28.35,,,,,,,,,,,
 SUNFLOWER OIL,1,CUP,1925,0,218,0,0,22.5 ,218,,,,,,,,,,,
 SUNFLOWER OIL,1,TBSP,125,0,14,0,0,1.4 ,14,,,,,,,,,,,
 SUNFLOWER SEEDS,1,OZ,160,5,14,6,0,1.5 ,28.35,,,,,,,,,,,
 SWISS CHEESE,1,OZ,105,1,8,8,26,5 ,28.35,,,,,,,,,,,
 TACO ,1,TACO,195,15,11,9,21,4.1 ,81,,,,,,,,,,,
 TAHINI ,1,TBSP,90,3,8,3,0,1.1 ,15,,,,,,,,,,,
 TEA BREWED,8,FLOZ,0,0,0,0,0,0 ,240,,,,,,,,,,,
 TEA INSTANT PREPRD UNSWEETEND,8,FLOZ,0,1,0,0,0,0 ,241,,,,,,,,,,,
 TOASTER PASTRIES,1,PASTRY,210,38,6,2,0,1.7 ,54,,,,,,,,,,,
 TOFU ,1,PIECE,85,3,5,9,0,0.7 ,120,,,,,,,,,,,
 TOMATO PASTE CANNED WITH SALT,1,CUP,220,49,2,10,0,0.3 ,262,,,,,,,,,,,
 TOMATO PUREE CANNED WITH SALT,1,CUP,105,25,0,4,0,0 ,250,,,,,,,,,,,
 TORTILLAS CORN,1,TORTLA,65,13,1,2,0,0.1 ,30,,,,,,,,,,,
 VANILLA WAFERS,10,COOKE,185,29,7,2,25,1.8 ,40,,,,,,,,,,,
 VEGETABLE JUICE COCKTAIL,1,CUP,45,11,0,2,0,0 ,242,,,,,,,,,,,
 VIENNA SAUSAGE,1,LINK,45,0,4,2,8,1.5 ,16,,,,,,,,,,,
 WAFFLES ,1,ITM,205,27,8,7,59,2.7 ,75,,,,,,,,,,,
 WHIPPED TOPPING PRESSURIZED,1,CUP,155,7,13,2,46,8.3 ,60,,,,,,,,,,,
 YEAST BREWERS,1,TBSP,25,3,0,3,0,0 ,8,,,,,,,,,,,
<DRINK>  COFFEE BLACK,6,FLOZ,0,0,0,0,0,0 ,180,,,,,,,,,,,









