# SPICES
<SPICE> GARLIC POWDER,1,TSP,10,2,0,0,0,0 ,2.8,,,,,,,,,,,
<SPICE> CINNAMON ,1,TSP,5,2,0,0,0,0 ,2.3,,,,,,,,,,,
<SPICE> CHILI POWDER,1,TSP,10,1,0,0,0,0.1 ,2.6,,,,,,,,,,,
<SPICE> CURRY POWDER,1,TSP,5,1,0,0,0,0 ,2,,,,,,,,,,,
<SPICE> OREGANO ,1,TSP,5,1,0,0,0,0 ,1.5,,,,,,,,,,,
<SPICE> PAPRIKA ,1,TSP,5,1,0,0,0,0 ,2.1,,,,,,,,,,,
