# DRINKS
<DRINK> COFFEE BLACK              ,6,FLOZ,0,0,0,0,0,0 ,180,,,,,,,,,,,,
<DRINK> COFFEE INSTANT           ,6,FLOZ,0,1,0,0,0,0 ,182,,,,,,,,,,,,

