<PIE>  APPLE,1,PIECE,405,60,18,3,0,4.6 ,158,,,,,,,,,,,
<PIE>  BLUEBERRY,1,PIECE,380,55,17,4,0,4.3 ,158,,,,,,,,,,,
<PIE>  CHERRY,1,PIECE,410,61,18,4,0,4.7 ,158,,,,,,,,,,,
<PIE>  CREME,1,PIECE,455,59,23,3,8,15 ,152,,,,,,,,,,,
<PIE>  CUSTARD,1,PIECE,330,36,17,9,169,5.6 ,152,,,,,,,,,,,
<PIE>  LEMON MERINGUE,1,PIECE,355,53,14,5,143,4.3 ,140,,,,,,,,,,,
<PIE>  PEACH,1,PIECE,405,60,17,4,0,4.1 ,158,,,,,,,,,,,
<PIE>  PECAN,1,PIECE,575,71,32,7,95,4.7 ,138,,,,,,,,,,,
<PIE>  PUMPKIN,1,PIECE,320,37,17,6,109,6.4 ,152,,,,,,,,,,,
<PIE>  RASPBERRY,1,PIECE,380,55,17,4,0,4.3 ,158,,,,,,,,,,,
<PIE>  STRAWBERRY,1,PIECE,380,55,17,4,0,4.3 ,158,,,,,,,,,,,
