 CAROB FLOUR,1,CUP,255,126,0,6,0,0 ,140,,,,,,,,,,,
 BUCKWHEAT FLOUR LIGHT SIFTED,1,CUP,340,78,1,6,0,0.2 ,98,,,,,,,,,,,
 FLOUR WHOLE-WHEAT,1,CUP,400,85,2,16,0,0.3 ,120,,,,,,,,,,,
 PASTRY CAKE FLOUR,1,CUP,350,76,1,7,0,0.1 ,96,,,,,,,,,,,
 SELF-RISING FLOUR,1,CUP,440,93,1,12,0,0.2 ,125,,,,,,,,,,,
 WHEAT FLOUR,1,CUP,420,88,1,12,0,0.2 ,115,,,,,,,,,,,
 CORNMEAL WHOLE-GRND UNBOLT DRY,1,CUP,435,90,5,11,0,0.5 ,122,,,,,,,,,,,
