0, -498 
1, -505 
2, -510 
3, -543 
4, -585 
5, -647 
6, -733 
7, -835 
8, -959 
9, -1086 
10, -1206 
11, -1304 
12, -1363 
13, -1403 
14, -1427 
15, -1443 
16, -1447 
17, -1438 
18, -1412 
19, -1375 
20, -1326 
21, -1250 
22, -1158 
23, -1063 
24, -953 
25, -843 
26, -750 
27, -649 
28, -567 
29, -506 
30, -426 
31, -366 
32, -323 
33, -277 
34, -244 
35, -222 
36, -212 
37, -218 
38, -209 
39, -197 
40, -180 
41, -159 
42, -138 
43, -104 
44, -68 
45, -12 
46, 35 
47, 81 
48, 148 
49, 213 
50, 279 
51, 327 
52, 402 
53, 498 
54, 581 
55, 669 
56, 752 
57, 820 
58, 886 
59, 950 
60, 991 
61, 1006 
62, 1025 
63, 1039 
64, 1044 
65, 1035 
66, 1005 
67, 963 
68, 914 
69, 854 
70, 792 
71, 719 
72, 641 
73, 579 
74, 520 
75, 468 
76, 434 
77, 422 
78, 423 
79, 448 
80, 495 
81, 541 
82, 596 
83, 648 
84, 684 
85, 706 
86, 727 
87, 780 
88, 824 
89, 847 
90, 837 
91, 781 
92, 722 
93, 625 
94, 498 
95, 374 
96, 245 
97, 118 
98, 8 
99, -96 
100, -181 
101, -262 
102, -366 
103, -450 
104, -527 
105, -587 
106, -634 
107, -675 
108, -693 
109, -689 
110, -674 
111, -656 
112, -646 
113, -627 
114, -604 
115, -590 
116, -583 
117, -581 
118, -575 
119, -561 
120, -561 
121, -567 
122, -571 
123, -599 
124, -648 
125, -705 
126, -753 
127, -793 
128, -839 
129, -879 
130, -920 
131, -964 
132, -1021 
133, -1071 
134, -1114 
135, -1130 
136, -1132 
137, -1116 
138, -1090 
139, -1055 
140, -1011 
141, -960 
142, -896 
143, -849 
144, -794 
145, -751 
146, -722 
147, -706 
148, -701 
149, -698 
150, -708 
151, -720 
152, -738 
153, -775 
154, -817 
155, -874 
156, -943 
157, -997 
158, -1045 
159, -1098 
160, -1152 
161, -1204 
162, -1238 
163, -1267 
164, -1292 
165, -1297 
166, -1261 
167, -1193 
168, -1136 
169, -1079 
170, -993 
171, -896 
172, -781 
173, -671 
174, -575 
175, -440 
176, -223 
177, 40 
178, 279 
179, 482 
180, 634 
181, 743 
182, 816 
183, 831 
184, 816 
185, 795 
186, 797 
187, 826 
188, 821 
189, 780 
190, 746 
191, 724 
192, 684 
193, 617 
194, 556 
195, 543 
196, 560 
197, 592 
198, 662 
199, 753 
200, 878 
201, 1029 
202, 1148 
203, 1247 
204, 1357 
205, 1439 
206, 1481 
207, 1508 
208, 1517 
209, 1519 
210, 1518 
211, 1504 
212, 1479 
213, 1425 
214, 1344 
215, 1243 
216, 1145 
217, 1061 
218, 968 
219, 882 
220, 786 
221, 653 
222, 503 
223, 337 
224, 176 
225, 20 
226, -98 
227, -177 
228, -230 
229, -263 
230, -300 
231, -343 
232, -389 
233, -426 
234, -490 
235, -551 
236, -574 
237, -559 
238, -523 
239, -478 
240, -444 
241, -417 
242, -414 
243, -448 
244, -503 
245, -612 
246, -752 
247, -888 
248, -1024 
249, -1152 
250, -1275 
251, -1372 
252, -1417 
253, -1447 
254, -1480 
255, -1529 
256, -1582 
257, -1606 
258, -1591 
259, -1563 
260, -1513 
261, -1421 
262, -1316 
263, -1182 
264, -1054 
265, -964 
266, -878 
267, -779 
268, -680 
269, -611 
270, -546 
271, -479 
272, -415 
273, -351 
274, -316 
275, -301 
276, -287 
277, -233 
278, -175 
279, -134 
280, -88 
281, -54 
282, -29 
283, 4 
284, 25 
285, 37 
286, 59 
287, 93 
288, 138 
289, 184 
290, 234 
291, 282 
292, 351 
293, 439 
294, 526 
295, 597 
296, 673 
297, 763 
298, 843 
299, 925 
300, 995 
301, 1061 
302, 1126 
303, 1187 
304, 1226 
305, 1238 
306, 1220 
307, 1163 
308, 1091 
309, 1017 
310, 927 
311, 840 
312, 766 
313, 694 
314, 634 
315, 571 
316, 505 
317, 452 
318, 425 
319, 412 
320, 398 
321, 392 
322, 414 
323, 467 
324, 538 
325, 599 
326, 647 
327, 712 
328, 778 
329, 826 
330, 843 
331, 807 
332, 758 
333, 703 
334, 622 
335, 527 
336, 417 
337, 325 
338, 245 
339, 146 
340, 39 
341, -77 
342, -200 
343, -335 
344, -465 
345, -570 
346, -667 
347, -738 
348, -788 
349, -799 
350, -786 
351, -778 
352, -767 
353, -753 
354, -733 
355, -711 
356, -705 
357, -697 
358, -666 
359, -633 
360, -607 
361, -587 
362, -571 
363, -554 
364, -539 
365, -550 
366, -600 
367, -658 
368, -693 
369, -755 
370, -829 
371, -899 
372, -979 
373, -1043 
374, -1094 
375, -1129 
376, -1143 
377, -1138 
378, -1119 
379, -1094 
380, -1072 
381, -1043 
382, -1011 
383, -979 
384, -936 
385, -879 
386, -823 
387, -779 
388, -728 
389, -674 
390, -657 
391, -639 
392, -639 
393, -661 
394, -690 
395, -752 
396, -816 
397, -883 
398, -953 
399, -1010 
400, -1048 
401, -1094 
402, -1135 
403, -1182 
404, -1227 
405, -1250 
406, -1248 
407, -1214 
408, -1174 
409, -1109 
410, -1005 
411, -904 
412, -820 
413, -743 
414, -678 
415, -564 
416, -421 
417, -244 
418, -2 
419, 278 
420, 516 
421, 668 
422, 754 
423, 796 
424, 821 
425, 813 
426, 792 
427, 784 
428, 815 
429, 850 
430, 822 
431, 773 
432, 720 
433, 646 
434, 570 
435, 484 
436, 427 
437, 425 
438, 442 
439, 497 
440, 587 
441, 693 
442, 828 
443, 958 
444, 1086 
445, 1211 
446, 1299 
447, 1360 
448, 1407 
449, 1435 
450, 1453 
451, 1476 
452, 1482 
453, 1465 
454, 1415 
455, 1319 
456, 1213 
457, 1119 
458, 1026 
459, 947 
460, 882 
461, 808 
462, 692 
463, 533 
464, 345 
465, 165 
466, 0 
467, -148 
468, -239 
469, -275 
470, -291 
471, -305 
472, -320 
473, -340 
474, -394 
475, -464 
476, -533 
477, -568 
478, -559 
479, -528 
480, -483 
481, -428 
482, -373 
483, -339 
484, -350 
485, -391 
486, -459 
487, -570 
488, -691 
489, -825 
490, -961 
491, -1078 
492, -1172 
493, -1244 
494, -1309 
495, -1355 
496, -1418 
497, -1479 
498, -1518 
499, -1543 
500, -1539 
501, -1484 
502, -1394 
503, -1288 
504, -1174 
505, -1060 
506, -964 
507, -877 
508, -785 
509, -696 
510, -601 
511, -503 
512, -406 
513, -327 
514, -270 
515, -232 
516, -225 
517, -216 
518, -193 
519, -167 
520, -125 
521, -81 
522, -46 
523, -13 
524, 6 
525, 1 
526, 2 
527, 15 
528, 39 
529, 61 
530, 94 
531, 123 
532, 156 
533, 230 
534, 301 
535, 369 
536, 443 
537, 520 
538, 598 
539, 675 
540, 757 
541, 831 
542, 910 
543, 993 
544, 1075 
545, 1141 
546, 1162 
547, 1160 
548, 1132 
549, 1070 
550, 995 
551, 906 
552, 825 
553, 752 
554, 692 
555, 631 
556, 553 
557, 469 
558, 402 
559, 360 
560, 329 
561, 316 
562, 323 
563, 379 
564, 455 
565, 523 
566, 570 
567, 622 
568, 695 
569, 767 
570, 824 
571, 841 
572, 846 
573, 826 
574, 762 
575, 669 
576, 560 
577, 461 
578, 364 
579, 279 
580, 197 
581, 106 
582, 9 
583, -87 
584, -193 
585, -312 
586, -429 
587, -523 
588, -595 
589, -655 
590, -678 
591, -693 
592, -690 
593, -689 
594, -678 
595, -666 
596, -687 
597, -686 
598, -666 
599, -652 
600, -631 
601, -583 
602, -540 
603, -508 
604, -476 
605, -465 
606, -477 
607, -503 
608, -541 
609, -586 
610, -646 
611, -695 
612, -753 
613, -839 
614, -915 
615, -983 
616, -1035 
617, -1074 
618, -1097 
619, -1100 
620, -1087 
621, -1067 
622, -1041 
623, -1012 
624, -979 
625, -933 
626, -881 
627, -820 
628, -758 
629, -701 
630, -647 
631, -626 
632, -636 
633, -647 
634, -667 
635, -693 
636, -745 
637, -822 
638, -892 
639, -962 
640, -1025 
641, -1089 
642, -1155 
643, -1205 
644, -1220 
645, -1240 
646, -1293 
647, -1345 
648, -1376 
649, -1390 
650, -1346 
651, -1284 
652, -1245 
653, -1178 
654, -1069 
655, -956 
656, -864 
657, -781 
658, -670 
659, -484 
660, -221 
661, 58 
662, 285 
663, 452 
664, 582 
665, 683 
666, 749 
667, 759 
668, 764 
669, 801 
670, 844 
671, 877 
672, 860 
673, 797 
674, 729 
675, 671 
676, 609 
677, 525 
678, 474 
679, 485 
680, 536 
681, 593 
682, 658 
683, 751 
684, 873 
685, 1018 
686, 1147 
687, 1250 
688, 1345 
689, 1429 
690, 1482 
691, 1512 
692, 1536 
693, 1555 
694, 1580 
695, 1601 
696, 1579 
697, 1516 
698, 1430 
699, 1347 
700, 1262 
701, 1189 
702, 1106 
703, 1016 
704, 917 
705, 782 
706, 615 
707, 431 
708, 252 
709, 100 
710, -1 
711, -61 
712, -124 
713, -181 
714, -243 
715, -320 
716, -385 
717, -456 
718, -542 
719, -597 
720, -582 
721, -516 
722, -462 
723, -420 
724, -391 
725, -368 
726, -349 
727, -377 
728, -449 
729, -543 
730, -654 
731, -768 
732, -898 
733, -1036 
734, -1155 
735, -1255 
736, -1310 
737, -1359 
738, -1437 
739, -1526 
740, -1598 
741, -1623 
742, -1625 
743, -1616 
744, -1572 
745, -1483 
746, -1374 
747, -1265 
748, -1183 
749, -1119 
750, -1039 
751, -943 
752, -840 
753, -750 
754, -661 
755, -572 
756, -487 
757, -411 
758, -382 
759, -367 
760, -334 
761, -266 
762, -190 
763, -145 
764, -107 
765, -69 
766, -25 
767, -6 
768, -2 
769, -13 
770, -27 
771, 10 
772, 51 
773, 67 
774, 80 
775, 112 
776, 172 
777, 243 
778, 327 
779, 393 
780, 469 
781, 579 
782, 680 
783, 771 
784, 856 
785, 945 
786, 1048 
787, 1147 
788, 1208 
789, 1234 
790, 1221 
791, 1195 
792, 1156 
793, 1092 
794, 1018 
795, 952 
796, 892 
797, 836 
798, 761 
799, 667 
800, 588 
801, 527 
802, 502 
803, 487 
804, 473 
805, 469 
806, 488 
807, 531 
808, 579 
809, 618 
810, 656 
811, 714 
812, 793 
813, 838 
814, 836 
815, 809 
816, 756 
817, 709 
818, 659 
819, 572 
820, 502 
821, 455 
822, 403 
823, 327 
824, 211 
825, 75 
826, -37 
827, -149 
828, -267 
829, -381 
830, -485 
831, -561 
832, -611 
833, -660 
834, -712 
835, -737 
836, -766 
837, -782 
838, -787 
839, -796 
840, -799 
841, -797 
842, -765 
843, -728 
844, -685 
845, -654 
846, -627 
847, -597 
848, -572 
849, -566 
850, -596 
851, -609 
852, -625 
853, -664 
854, -720 
855, -804 
856, -879 
857, -941 
858, -994 
859, -1030 
860, -1067 
861, -1088 
862, -1080 
863, -1069 
864, -1072 
865, -1079 
866, -1074 
867, -1045 
868, -999 
869, -957 
870, -918 
871, -878 
872, -827 
873, -783 
874, -775 
875, -769 
876, -772 
877, -770 
878, -766 
879, -791 
880, -834 
881, -877 
882, -899 
883, -927 
884, -973 
885, -987 
886, -973 
887, -960 
888, -985 
889, -1045 
890, -1095 
891, -1112 
892, -1102 
893, -1098 
894, -1091 
895, -1052 
896, -1006 
897, -978 
898, -951 
899, -936 
900, -892 
901, -805 
902, -680 
903, -494 
904, -233 
905, 60 
906, 293 
907, 436 
908, 535 
909, 632 
910, 722 
911, 780 
912, 792 
913, 845 
914, 923 
915, 971 
916, 948 
917, 879 
918, 830 
919, 787 
920, 741 
921, 673 
922, 592 
923, 579 
924, 608 
925, 644 
926, 705 
927, 784 
928, 898 
929, 1022 
930, 1121 
931, 1191 
932, 1235 
933, 1280 
934, 1312 
935, 1320 
936, 1330 
937, 1331 
938, 1341 
939, 1339 
940, 1302 
941, 1244 
942, 1188 
943, 1161 
944, 1147 
945, 1131 
946, 1107 
947, 1047 
948, 952 
