129,39:14.989N,104:53.439W,6699F,TA,Perry Park  ,16/34 57G   ,
130,37:15.553N,104:20.451W,5761F,TA,Perry Stokes   ,03/21 122.8       ,
131,38:53.279N,105:23.079W,8648F,TA,Persons?    ,16/34 23D?  ,
132,38:50.429N,105:02.659W,14108F,T,Pikes Pk    ,MT Peak     ,
133,41:09.189N,104:07.809W,5151F,TA,Pine Bluffs ,8/26 22.8   ,
134,39:20.658N,104:34.860W,6571F,TA,Pine View   ,16/34 44D   ,
135,39:01.758N,106:28.379W,14360F,T,Plata Pk La ,MT Peak     ,
136,40:20.479N,106:50.970W,7119F,TA,Pleasant Vly,08/26 23T   ,
137,39:15.609N,104:42.209W,6995F,TL,PvtStrip1   ,N/S HGRS T  ,
138,39:23.828N,106:06.379W,14262F,T,Quandary Pk ,MT Peak     ,
139,39:52.138N,105:14.699W,6279F,T,R Flats ?   ,Grass LZ ?? ,
140,36:44.546N,104:30.103W,6352F,TA,Raton   ,02/20 122.8,
141,40:54.490N,105:05.029W,5859F,TAL,Rawhide?    ,07/25 20G?  ,
142,41:14.729N,105:43.859W,7201F,TA,Rays        ,16/34 22D   ,
143,40:06.989N,104:19.029W,4819F,TA,Reid Rnches ,17/35 34G   ,
144,40:12.889N,104:59.059W,4977F,TA,RnchoDeAero ,18/36 27T   ,
145,38:46.989N,104:44.029W,5997F,TA,Rocky Mtn   ,04/22 30T   ,
146,39:56.998N,105:40.999W,11696F,T,Rollins Pass,MT Pass     ,
147,40:45.099N,105:41.899W,10997F,T,S Bald Mtn  ,MT Peak     ,
148,40:40.239N,104:12.489W,4947F,TA,Schawo      ,14/32 D     ,
149,40:16.099N,106:07.589W,8934F,TA,Shah Strip  ,Nw/Senrlk   ,
150,40:43.289N,104:46.679W,5233F,TA,Shaull Farm ,16/34 22.75 ,
151,39:13.489N,106:10.179W,14032F,T,Sherman Mt  ,MT Peak     ,
152,40:49.709N,106:04.669W,10787F,T,Shipman Mt  ,MT Peak     ,
153,40:23.329N,106:51.199W,6847F,TA,Sidney Peak ,07/25 13T   ,
154,39:07.999N,104:01.359W,5977F,TL,SimlaW      ,N/S HGRW T  ,
155,39:52.329N,104:09.189W,4937F,TA,Singleton Rc,08/26 15T   ,
156,37:41.796N,104:77.088W,6055F,TA,SpanishPeaks   ,09/27 122.8     ,
