UTCTime,INSLatitude,INSLongitude,UncorrBaro,CorrBaro,CAS,TAS,SAT,GPSMSLAlt
2.184000,64863800020187759780000000000000000000.00,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000, -0.000
2.184000,64863800020187759780000000000000000000.00,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000, -0.000
2.184000,64863800020187759780000000000000000000.00,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000, -0.000
3.001000,49.949512,7.269344,1612.000000,1612.000000,0.000000,0.000000,24.500000, -0.000
4.001000,49.949512,7.269344,1603.000000,1603.000000,0.000000,0.000000,24.500000, -0.000
5.001000,49.949512,7.269344,1612.000000,1612.000000,0.000000,0.000000,24.500000, -0.000
6.001000,49.949512,7.269344,1610.000000,1610.000000,0.000000,0.000000,24.500000, -0.000
7.001000,49.949512,7.269344,1611.000000,1611.000000,0.000000,0.000000,24.500000, -0.000
8.001000,49.949512,7.269344,1609.000000,1609.000000,0.000000,0.000000,24.500000, -0.000
9.001000,49.949512,7.269344,1610.000000,1610.000000,0.000000,0.000000,24.500000, -0.000
10.001000,49.949512,7.269344,1611.000000,1611.000000,0.000000,0.000000,24.500000, -0.000
11.001000,49.949512,7.269344,1606.000000,1606.000000,0.000000,0.000000,24.500000, -0.000
12.001000,49.949512,7.269344,1611.000000,1611.000000,0.000000,0.000000,24.500000, -0.000
13.001000,49.949512,7.269344,1608.000000,1608.000000,0.000000,0.000000,24.500000, -0.000
14.001000,49.949512,7.269344,1613.000000,1613.000000,0.000000,0.000000,24.500000, -0.000
15.001000,49.949512,7.269344,1607.000000,1607.000000,0.000000,0.000000,24.500000, -0.000
16.000999,49.949512,7.269344,1608.000000,1608.000000,0.000000,0.000000,24.500000, -0.000
17.000999,49.949512,7.269344,1617.000000,1617.000000,0.000000,0.000000,24.500000, -0.000
18.000999,49.949512,7.269344,1610.000000,1610.000000,0.000000,0.000000,24.500000, -0.000
19.000999,49.949512,7.269344,1609.000000,1609.000000,0.000000,0.000000,24.500000, -0.000
20.000999,49.949512,7.269344,1614.000000,1614.000000,0.000000,0.000000,24.500000, -0.000
21.000999,49.949512,7.269344,1607.000000,1607.000000,0.000000,0.000000,24.500000, -0.000
22.000999,49.949512,7.269344,1613.000000,1613.000000,0.000000,0.000000,24.500000, -0.000
23.000000,49.949512,7.269344,1609.000000,1609.000000,0.000000,0.000000,24.500000, -0.000
24.000000,49.949512,7.269344,1612.000000,1612.000000,0.000000,0.000000,24.500000, -0.000
25.000000,49.949512,7.269344,1610.000000,1610.000000,0.000000,0.000000,24.500000, -0.000
26.000000,49.949512,7.269344,1608.000000,1608.000000,0.000000,0.000000,24.500000, -0.000
27.000000,49.949512,7.269344,1609.000000,1609.000000,0.000000,0.000000,24.500000, -0.000
28.000000,49.949512,7.269344,1617.000000,1617.000000,0.000000,0.000000,24.500000, -0.000
29.000000,49.949512,7.269344,1607.000000,1607.000000,0.000000,0.000000,24.500000, -0.000
30.000000,49.949512,7.269344,1613.000000,1613.000000,0.000000,0.000000,24.500000, -0.000
31.000000,49.949512,7.269344,1616.000000,1616.000000,0.000000,0.000000,24.500000, -0.000
32.000000,49.949512,7.269344,1613.000000,1613.000000,0.000000,0.000000,24.500000, -0.000
33.000000,49.949512,7.269344,1616.000000,1616.000000,0.000000,0.000000,24.500000, -0.000
34.000000,49.949512,7.269344,1614.000000,1614.000000,0.000000,0.000000,24.500000, -0.000
35.000000,49.949512,7.269344,1612.000000,1612.000000,0.000000,0.000000,24.500000, -0.000
36.000000,49.949512,7.269344,1613.000000,1613.000000,0.000000,0.000000,24.500000, -0.000
37.000000,49.949512,7.269344,1613.000000,1613.000000,0.000000,0.000000,24.500000, -0.000
38.000000,49.949512,7.269344,1615.000000,1615.000000,0.000000,0.000000,24.500000, -0.000
39.000000,49.949512,7.269344,1614.000000,1614.000000,0.000000,0.000000,24.500000, -0.000
40.000000,49.949512,7.269344,1612.000000,1612.000000,0.000000,0.000000,24.500000, -0.000
41.000000,49.949512,7.269344,1614.000000,1614.000000,0.000000,0.000000,24.250000, -0.000
42.000000,49.949512,7.269344,1613.000000,1613.000000,0.000000,0.000000,24.250000, -0.000
43.000000,49.949512,7.269344,1611.000000,1611.000000,0.000000,0.000000,24.250000, -0.000
44.000000,49.949512,7.269344,1616.000000,1616.000000,0.000000,0.000000,24.250000, -0.000
45.000000,49.949512,7.269344,1613.000000,1613.000000,0.000000,0.000000,24.250000, -0.000
46.000000,49.949512,7.269344,1613.000000,1613.000000,0.000000,0.000000,24.250000, -0.000
47.000000,49.949512,7.269344,1613.000000,1613.000000,0.000000,0.000000,24.250000, -0.000
48.000000,49.949512,7.269344,1613.000000,1613.000000,0.000000,0.000000,24.250000, -0.000
49.000000,49.949512,7.269344,1613.000000,1613.000000,0.000000,0.000000,24.250000, -0.000
50.000000,49.949512,7.269516,1614.000000,1614.000000,0.000000,0.000000,24.250000, -0.000
51.000000,49.949512,7.269516,1610.000000,1610.000000,0.000000,0.000000,24.250000, -0.000
52.000000,49.949512,7.269516,1611.000000,1611.000000,0.000000,0.000000,24.250000, -0.000
53.000000,49.949512,7.269516,1611.000000,1611.000000,0.000000,0.000000,24.250000, -0.000
54.000000,49.949512,7.269516,1609.000000,1609.000000,0.000000,0.000000,24.250000, -0.000
55.000000,49.949512,7.269516,1611.000000,1611.000000,0.000000,0.000000,24.250000, -0.000
56.000000,49.949512,7.269516,1613.000000,1613.000000,0.000000,0.000000,24.250000, -0.000
57.000000,49.949512,7.269516,1612.000000,1612.000000,0.000000,0.000000,24.250000, -0.000
58.000000,49.949512,7.269516,1612.000000,1612.000000,0.000000,0.000000,24.250000, -0.000
59.000000,49.949512,7.269516,1610.000000,1610.000000,0.000000,0.000000,24.250000, -0.000
60.000000,49.949512,7.269516,1609.000000,1609.000000,0.000000,0.000000,24.250000, -0.000
61.000999,49.949512,7.269516,1610.000000,1610.000000,0.000000,0.000000,24.250000, -0.000
62.000999,49.949512,7.269516,1613.000000,1613.000000,0.000000,0.000000,24.250000, -0.000
63.000999,49.949512,7.269516,1611.000000,1611.000000,0.000000,0.000000,24.250000, -0.000
64.000999,49.949512,7.269516,1610.000000,1610.000000,0.000000,0.000000,24.250000, -0.000
65.000999,49.949512,7.269516,1611.000000,1611.000000,0.000000,0.000000,24.250000, -0.000
66.000999,49.949512,7.269516,1610.000000,1610.000000,0.000000,0.000000,24.250000, -0.000
67.000999,49.949512,7.269516,1610.000000,1610.000000,0.000000,0.000000,24.250000, -0.000
68.000999,49.949512,7.269516,1608.000000,1608.000000,0.000000,0.000000,24.250000, -0.000
69.000999,49.949512,7.269516,1610.000000,1610.000000,0.000000,0.000000,24.250000, -0.000
70.000999,49.949512,7.269516,1610.000000,1610.000000,0.000000,0.000000,24.250000, -0.000
71.000999,49.949512,7.269516,1610.000000,1610.000000,0.000000,0.000000,24.250000, -0.000
72.000000,49.949512,7.269516,1611.000000,1611.000000,0.000000,0.000000,24.250000, -0.000
73.000000,49.949512,7.269516,1610.000000,1610.000000,0.000000,0.000000,24.250000, -0.000
74.000000,49.949512,7.269516,1611.000000,1611.000000,0.000000,0.000000,24.250000, -0.000
75.000000,49.949512,7.269516,1609.000000,1609.000000,0.000000,0.000000,24.250000, -0.000
76.000000,49.949512,7.269516,1611.000000,1611.000000,0.000000,0.000000,24.250000, -0.000
77.000000,49.949512,7.269516,1608.000000,1608.000000,0.000000,0.000000,24.250000, -0.000
78.000000,49.949512,7.269516,1610.000000,1610.000000,0.000000,0.000000,24.250000, -0.000
79.000000,49.949512,7.269516,1613.000000,1613.000000,0.000000,0.000000,24.250000, -0.000
80.000000,49.949512,7.269516,1612.000000,1612.000000,0.000000,0.000000,24.250000, -0.000
81.000000,49.949512,7.269516,1611.000000,1611.000000,0.000000,0.000000,24.250000, -0.000
82.000000,49.949512,7.269516,1611.000000,1611.000000,0.000000,0.000000,24.250000, -0.000
83.000000,49.949512,7.269516,1611.000000,1611.000000,0.000000,0.000000,24.250000, -0.000
84.000000,49.949512,7.269516,1612.000000,1612.000000,0.000000,0.000000,24.250000, -0.000
85.000000,49.949512,7.269516,1608.000000,1608.000000,0.000000,0.000000,24.250000, -0.000
86.000000,49.949512,7.269516,1609.000000,1609.000000,0.000000,0.000000,24.250000, -0.000
87.000000,49.949512,7.269516,1610.000000,1610.000000,0.000000,0.000000,24.250000, -0.000
88.000000,49.949512,7.269516,1609.000000,1609.000000,0.000000,0.000000,24.250000, -0.000
89.000000,49.949512,7.269516,1612.000000,1612.000000,0.000000,0.000000,24.250000, -0.000
90.000000,49.949512,7.269516,1610.000000,1610.000000,0.000000,0.000000,24.250000, -0.000
91.000000,49.949512,7.269516,1611.000000,1611.000000,0.000000,0.000000,24.250000, -0.000
92.000000,49.949341,7.269516,1611.000000,1611.000000,0.000000,0.000000,24.250000, -0.000
93.000000,49.949341,7.269516,1614.000000,1614.000000,0.000000,0.000000,24.250000, -0.000
94.000000,49.949341,7.269516,1610.000000,1610.000000,0.000000,0.000000,24.250000, -0.000
95.000000,49.949341,7.269688,1611.000000,1611.000000,0.000000,0.000000,24.250000, -0.000
96.000000,49.949341,7.269688,1610.000000,1610.000000,0.000000,0.000000,24.250000, -0.000
97.000000,49.949341,7.269688,1610.000000,1610.000000,0.000000,0.000000,24.250000, -0.000
98.000000,49.949341,7.269688,1611.000000,1611.000000,0.000000,0.000000,24.250000, -0.000
99.000000,49.949341,7.269688,1611.000000,1611.000000,0.000000,0.000000,24.250000, -0.000
100.000000,49.949341,7.269688,1611.000000,1611.000000,0.000000,0.000000,24.250000, -0.000
100.000999,49.949341,7.269688,1612.000000,1612.000000,0.000000,0.000000,24.250000, -0.000
