UTCTime,INSLatitude,INSLongitude,UncorrBaro,CorrBaro,CAS,TAS,SAT,GPSMSLAlt
52386.003906,41.889839,-91.708542,924.000000,876.000000,0.062000,0.000000,12.250000,886.250
52387.003906,41.889839,-91.708542,924.000000,875.000000,0.062000,0.000000,12.250000,886.500
52388.003906,41.889839,-91.708542,924.000000,876.000000,0.062000,0.000000,12.250000,886.750
52389.003906,41.889839,-91.708542,924.000000,875.000000,0.062000,0.000000,12.250000,886.750
52390.003906,41.889839,-91.708542,924.000000,875.000000,0.062000,0.000000,12.250000,887.125
52391.003906,41.889839,-91.708542,924.000000,875.000000,0.062000,0.000000,12.250000,887.000
52392.003906,41.889839,-91.708542,924.000000,875.000000,0.062000,0.000000,12.250000,887.375
52393.003906,41.889839,-91.708542,924.000000,875.000000,0.062000,0.000000,12.250000,887.250
52394.003906,41.889839,-91.708542,925.000000,875.000000,0.062000,0.000000,12.250000,887.375
52395.003906,41.889839,-91.708542,925.000000,875.000000,0.062000,0.000000,12.250000,887.875
52396.003906,41.889839,-91.708542,925.000000,875.000000,0.062000,0.000000,12.250000,887.750
52397.003906,41.889839,-91.708542,924.000000,875.000000,0.062000,0.000000,12.250000,887.500
52398.003906,41.889839,-91.708542,925.000000,875.000000,0.062000,0.000000,12.250000,887.750
52399.003906,41.889839,-91.708542,925.000000,875.000000,0.062000,0.000000,12.250000,888.000
52400.003906,41.889839,-91.708542,925.000000,875.000000,0.062000,0.000000,12.250000,888.125
52401.003906,41.889839,-91.708542,925.000000,875.000000,0.062000,0.000000,12.250000,888.250
52402.003906,41.889839,-91.708542,925.000000,877.000000,0.062000,0.000000,12.250000,888.625
52403.003906,41.889839,-91.708542,924.000000,877.000000,0.062000,0.000000,12.250000,888.500
52404.003906,41.889839,-91.708542,924.000000,877.000000,0.062000,0.000000,12.250000,888.500
52405.003906,41.889839,-91.708542,925.000000,877.000000,0.062000,0.000000,12.250000,888.750
52406.003906,41.889839,-91.708542,924.000000,877.000000,0.062000,0.000000,12.250000,888.875
52407.003906,41.889839,-91.708542,924.000000,877.000000,0.062000,0.000000,12.250000,888.875
52408.003906,41.889839,-91.708542,924.000000,877.000000,0.062000,0.000000,12.250000,889.000
52409.000000,41.889839,-91.708542,924.000000,877.000000,0.062000,0.000000,12.500000,889.500
52410.000000,41.889839,-91.708542,924.000000,877.000000,0.062000,0.000000,12.500000,889.375
52411.000000,41.889839,-91.708542,924.000000,877.000000,0.062000,0.000000,12.500000,889.250
52412.000000,41.889839,-91.708542,924.000000,877.000000,0.062000,0.000000,12.500000,889.625
52413.000000,41.889839,-91.708542,925.000000,877.000000,0.062000,0.000000,12.500000,889.625
52414.000000,41.889839,-91.708542,925.000000,878.000000,0.062000,0.000000,12.500000,889.750
52415.000000,41.889839,-91.708542,925.000000,877.000000,0.062000,0.000000,12.500000,890.000
52416.000000,41.889839,-91.708542,925.000000,878.000000,0.062000,0.000000,12.500000,889.625
52417.000000,41.889839,-91.708542,924.000000,879.000000,0.062000,0.000000,12.500000,889.875
52418.000000,41.889839,-91.708542,924.000000,879.000000,0.062000,0.000000,12.500000,890.000
52419.000000,41.889839,-91.708542,924.000000,878.000000,0.062000,0.000000,12.500000,889.875
52420.000000,41.889839,-91.708542,924.000000,878.000000,0.062000,0.000000,12.250000,890.250
