2458874.000000 505.799988 46.200001
2458875.000000 1244.750000 160.750000
2458878.000000 531.500000 49.400002
2458911.000000 1250.300049 99.000000
2458912.000000 306.500000 24.400000
2458921.000000 399.500000 26.700001
2458922.000000 447.200012 40.599998
2458923.000000 246.000000 30.799999
2458924.000000 1491.500000 120.400002
2458925.000000 1129.199951 81.900002
2458926.000000 902.400024 130.199997
2458927.000000 1369.699951 163.899994
2458928.000000 507.500000 59.200001
2458929.000000 1809.000000 238.699997
2458930.000000 532.200012 41.099998
2458932.000000 1394.000000 66.599998
2458933.000000 486.000000 27.799999
2458935.000000 289.000000 13.600000 
