# fpcnt, time, flt_mode, hold_mode, hold_descent_cnt,  hold_climb_cnt, alt, gps_alt, delta_baro, ave_cr_val, flight_phase, r_fphase 
2,10025,0,0,0,0, 38976, 38977,  0.00,  0.00,  0.00,  1.00
3,10034,0,0,0,0, 38977, 38977,  0.00,  2.00,  0.00,  1.00
4,10048,0,0,0,0, 38954, 38955,  0.00,-30.67,  0.00,  1.00
5,10057,0,0,0,0, 38815, 38816,-200.00,-339.33,  0.00,  0.93
6,10070,0,0,0,0, 38619, 38620,-200.00,-642.67,  0.00,  0.81
7,10079,2,0,0,0, 38471, 38471,-200.00,-938.67, -0.08,  0.74
8,10093,2,0,0,0, 38252, 38252,-200.00,-942.67, -0.19,  0.63
9,10102,2,0,0,0, 38104, 38105,-200.00,-970.00, -0.27,  0.55
10,10115,2,0,0,0, 37867, 37868,-200.00,-1005.67, -0.38,  0.44
11,10124,2,0,0,0, 37712, 37712,-200.00,-1037.33, -0.45,  0.36
12,10137,2,0,0,0, 37497, 37498,-200.00,-1039.33, -0.56,  0.25
13,10146,2,0,0,0, 37346, 37347,-200.00,-1010.33, -0.63,  0.18
14,10160,2,0,0,0, 37135, 37135,-200.00,-967.33, -0.75,  0.07
15,10169,2,0,0,0, 36989, 36989,-200.00,-961.00, -0.82, -0.01
16,10182,2,0,0,0, 36748, 36749,-200.00,-996.33, -0.93, -0.12
17,10191,2,0,0,0, 36595, 36596,-200.00,-1035.00, -1.00, -0.19
18,10204,2,0,0,0, 36376, 36377,-200.00,-1047.33, -1.00, -0.31
19,10213,2,0,0,0, 36228, 36229,-200.00,-1005.33, -1.00, -0.38
20,10229,2,0,0,0, 35974, 35975,-200.00,-982.67, -1.00, -0.49
21,10238,2,0,0,0, 35835, 35835,-200.00,-954.67, -1.00, -0.58
22,10251,2,0,0,0, 35625, 35625,-200.00,-949.00, -1.00, -0.69
23,10260,2,0,0,0, 35474, 35474,-200.00,-967.00, -1.00, -0.77
24,10274,2,0,0,0, 35275, 35275,-200.00,-942.33, -1.00, -0.88
25,10283,2,0,0,0, 35162, 35162,-200.00,-870.33, -1.00, -0.96
26,10296,2,0,0,0, 34844, 34844,-200.00,-1024.00, -1.00, -1.00
27,10305,2,0,0,0, 34624, 34625,-200.00,-1228.67, -1.00, -1.00
28,10319,2,0,0,0, 34304, 34305,-200.00,-1434.67, -1.00, -1.00
29,10327,2,0,0,0, 34080, 34080,-200.00,-1505.67, -1.00, -1.00
30,10341,2,0,0,0, 33728, 33728,-200.00,-1519.67, -1.00, -1.00
31,10350,2,0,0,0, 33500, 33500,-200.00,-1569.33, -1.00, -1.00
32,10363,2,0,0,0, 33169, 33169,-200.00,-1518.33, -1.00, -1.00
33,10372,2,0,0,0, 32936, 32936,-200.00,-1533.33, -1.00, -1.00
34,10386,2,0,0,0, 32604, 32604,-200.00,-1500.67, -1.00, -1.00
35,10395,2,0,0,0, 32374, 32375,-200.00,-1502.67, -1.00, -1.00
