# SWEETS
<SWEETS>CHOCOLATE CANDY W/ ALMOND,1,OZ,150,15,10,3,5,4.8 ,28.35,,,,,,,,,,,
<SWEETS>CHOCOLATE CANDY W/ PENUTS,1,OZ,155,13,11,4,5,4.2 ,28.35,,,,,,,,,,,
<SWEETS>CHOCOLATE CANDY W/ RICE C,1,OZ,140,18,7,2,6,4.4 ,28.35,,,,,,,,,,,
<SWEETS>CHOCOLATE CHIP COOKIES,4,COOKIE,180,28,9,2,5,2.9 ,42,,,,,,,,,,,
<SWEETS>CHOCOLATE DARK,1,OZ,150,16,10,1,0,5.9 ,28.35,,,,,,,,,,,
<SWEETS>CHOCOLATE MILK LOWFAT 2%,1,CUP,180,26,5,8,17,3.1 ,250,,,,,,,,,,,
<SWEETS>CHOCOLATE MILK REGULAR,1,CUP,210,26,8,8,31,5.3 ,250,,,,,,,,,,,
<SWEETS>CHOCOLATE MILK,1,OZ,145,16,9,2,6,5.4 ,28.3,,,,,,,,,,,5
<SWEETS>CHOCOLATE SYRUP,2,TBSP,85,22,0,1,0,0.2 ,38,,,,,,,,,,,
