# sodas
<SODA>COLA DIET ASPARTAME,12,FLOZ,0,0,0,0,0,0 ,355,,,,,,,,,,,,
<SODA>COLA DIET SACCHARIN,12,FLOZ,0,0,0,0,0,0 ,355,,,,,,,,,,,,
<SODA>COLA REGULAR,12,FLOZ,160,41,0,0,0,0 ,369,,,,,,,,,,,,
<SODA>CLUB,12,FLOZ,0,0,0,0,0,0 ,355,,,,,,,,,,,,
<SODA>LEMON-LIME,12,FLOZ,155,39,0,0,0,0 ,372,,,,,,,,,,,,


