ASL SSV 1
Week_48_2016
rows 50 cols 8
0 0 0 1 Hour
1 0 1 1 Mo
2 0 2 1 Tu
3 0 3 1 We
4 0 4 1 Th
5 0 5 1 Fr
6 0 6 1 Sa
7 0 7 1 Su
8 1 0 1 0
16 2 0 1 0:30
24 3 0 1 1
25 3 1 12 Sleep
26 3 2 12 Sleep
27 3 3 12 Sleep
28 3 4 12 Sleep
32 4 0 1 1:30
33 4 1 12 Sleep
34 4 2 12 Sleep
35 4 3 12 Sleep
36 4 4 12 Sleep
40 5 0 1 2
41 5 1 12 Sleep
42 5 2 12 Sleep
43 5 3 12 Sleep
44 5 4 12 Sleep
48 6 0 1 2:30
49 6 1 12 Sleep
50 6 2 12 Sleep
51 6 3 12 Sleep
52 6 4 12 Sleep
56 7 0 1 3
57 7 1 12 Sleep
58 7 2 12 Sleep
59 7 3 12 Sleep
60 7 4 12 Sleep
64 8 0 1 3:30
65 8 1 12 Sleep
66 8 2 12 Sleep
67 8 3 12 Sleep
68 8 4 12 Sleep
72 9 0 1 4
73 9 1 12 Sleep
74 9 2 12 Sleep
75 9 3 12 Sleep
76 9 4 12 Sleep
80 10 0 1 4:30
81 10 1 12 Sleep
82 10 2 12 Sleep
83 10 3 12 Sleep
84 10 4 12 Sleep
88 11 0 1 5
89 11 1 1 Sleep
90 11 2 1 Sleep
91 11 3 1 Sleep
96 12 0 1 5:30
97 12 1 1 Sleep
98 12 2 1 Sleep
99 12 3 1 Sleep
104 13 0 1 6
105 13 1 1 Sleep
106 13 2 1 Sleep
107 13 3 1 Sleep
112 14 0 1 6:30
113 14 1 1 Sleep
114 14 2 1 Sleep
115 14 3 1 Sleep
120 15 0 1 7
123 15 3 1 Sleep
128 16 0 1 7:30
136 17 0 1 8
140 17 4 1 Code
144 18 0 1 8:30
148 18 4 1 Code
151 18 7 5 Guitar
152 19 0 1 9
154 19 2 1 Code
155 19 3 1 Deutsch
156 19 4 1 Code
160 20 0 1 9:0
161 20 1 1 Deutsch
162 20 2 1 Deutsch
163 20 3 1 Code
165 20 5 2 Espanol
166 20 6 2 Espanol
168 21 0 1 10
170 21 2 1 BarnW
171 21 3 1 Code
173 21 5 1 YardW
175 21 7 1 HouseW
176 22 0 1 10:30
183 22 7 1 HouseW
184 23 0 1 11
186 23 2 6 Piano
187 23 3 1 HouseW
192 24 0 1 11:30
194 24 2 3 Walk
195 24 3 1 HouseW
197 24 5 5 Guitar
199 24 7 1  
200 25 0 1 12
202 25 2 3 Walk
203 25 3 1 HouseW
207 25 7 1  
208 26 0 1 12:30
211 26 3 10 Piano
216 27 0 1 13
219 27 3 3 Walk
220 27 4 3 Walk
221 27 5 3 Walk
223 27 7 3 Walk
224 28 0 1 13:30
226 28 2 1 YardW
227 28 3 3 Walk
228 28 4 3 Walk
229 28 5 3 Walk
231 28 7 3 Walk
232 29 0 1 14
234 29 2 1 YardW
237 29 5 1 Gym
240 30 0 1 14:30
245 30 5 1 Gym
247 30 7 2 Espanol
248 31 0 1 15
256 32 0 1 15:30
260 32 4 2 Bike
264 33 0 1 16
268 33 4 2 Bike
272 34 0 1 16:30
276 34 4 2 Bike
280 35 0 1 17
288 36 0 1 17:30
291 36 3 1 Deutsch
296 37 0 1 18
299 37 3 1 Deutsch
304 38 0 1 18:30
307 38 3 2 Espanol
312 39 0 1 19
320 40 0 1 19:30
328 41 0 1 20
331 41 3 5 Guitar
336 42 0 1 20:30
339 42 3 5 Guitar
340 42 4 2 Espanol
344 43 0 1 21
352 44 0 1 21:30
360 45 0 1 22
368 46 0 1 22:30
376 47 0 1 23
384 48 0 1 23:30
392 49 0 1 Score
