# fpcnt, time, flt_mode, hold_mode, hold_descent_cnt,  hold_climb_cnt, alt, gps_alt, delta_baro, ave_cr_val, flight_phase, r_fphase 
2,83524,0,0,0,0, 39979, 39980,  0.00,-15.00,  0.00, -0.26
3,83528,0,0,0,0, 39959, 39959,-200.00,-115.00,  0.00, -0.29
4,83532,0,0,0,0, 39940, 39941,-200.00,-210.00,  0.00, -0.33
5,83536,2,0,0,0, 39937, 39938,  0.00,-210.00,  0.00, -0.33
6,83540,0,0,0,0, 39949, 39950,180.00,-50.00,  0.00, -0.33
7,83544,0,0,0,0, 39952, 39953,  0.00, 60.00,  0.00, -0.33
8,83548,0,0,0,0, 39942, 39943,-150.00, 25.00,  0.00, -0.36
9,83555,0,0,0,0, 39946, 39947,  0.00,-23.67,  0.00, -0.36
10,83559,0,0,0,0, 39955, 39956,135.00,  6.33,  0.00, -0.36
11,83563,0,0,0,0, 39962, 39962,105.00, 91.33,  0.00, -0.36
12,83567,1,0,0,0, 39970, 39971,120.00,120.00,  0.02, -0.36
13,83571,1,0,0,0, 39968, 39968,  0.00, 65.00,  0.02, -0.36
14,83575,0,0,0,0, 39967, 39967,  0.00, 25.00,  0.00, -0.36
15,83579,0,0,0,0, 39966, 39966,  0.00,-20.00,  0.00, -0.36
16,83583,0,0,0,0, 39965, 39966,  0.00,-15.00,  0.00, -0.36
17,83587,0,0,0,0, 39968, 39969,  0.00,  5.00,  0.00, -0.36
18,83592,0,0,0,0, 39977, 39978,108.00, 46.00,  0.00, -0.36
19,83596,0,0,0,0, 39971, 39972,  0.00, 21.00,  0.00, -0.36
20,83600,0,0,0,0, 39949, 39949,-200.00,-104.00,  0.00, -0.40
21,83605,0,0,0,0, 39926, 39926,-200.00,-232.00,  0.00, -0.43
22,83609,2,0,0,0, 39912, 39913,-200.00,-272.00, -0.03, -0.47
23,83613,2,0,0,0, 39924, 39924,180.00,-102.00, -0.00, -0.43
24,83618,0,0,0,0, 39944, 39945,200.00, 70.00,  0.04, -0.40
25,83622,1,0,0,0, 39952, 39952,120.00,180.00,  0.06, -0.36
26,83627,1,0,0,0, 39945, 39946,  0.00, 92.00,  0.06, -0.32
27,83631,0,0,0,0, 39933, 39933,-180.00,-48.00,  0.03, -0.36
28,83636,0,0,0,0, 39931, 39931,  0.00,-96.00,  0.00, -0.36
29,83640,0,0,0,0, 39933, 39934,  0.00,-58.00,  0.00, -0.36
30,83645,0,0,0,0, 39929, 39929,  0.00,-14.00,  0.00, -0.36
31,83649,0,0,0,0, 39923, 39924,  0.00,-36.00,  0.00, -0.36
32,83654,0,0,0,0, 39922, 39923,  0.00,-50.00,  0.00, -0.36
33,83658,0,0,0,0, 39922, 39923,  0.00,-34.00,  0.00, -0.36
34,83662,0,0,0,0, 39924, 39924,  0.00,  6.00,  0.00, -0.36
35,83667,0,0,0,0, 39927, 39928,  0.00, 22.00,  0.00, -0.36
36,83671,0,0,0,0, 39930, 39930,  0.00, 37.00,  0.00, -0.36
37,83676,0,0,0,0, 39933, 39934,  0.00, 39.00,  0.00, -0.36
38,83681,0,0,0,0, 39933, 39933,  0.00, 27.00,  0.00, -0.36
39,83685,0,0,0,0, 39933, 39933,  0.00, 12.00,  0.00, -0.36
40,83690,0,0,0,0, 39937, 39938,  0.00, 16.00,  0.00, -0.36
41,83694,0,0,0,0, 39946, 39947,135.00, 61.00,  0.00, -0.36
42,83699,0,0,0,0, 39952, 39952,  0.00, 85.00,  0.00, -0.36
43,83703,0,0,0,0, 39955, 39956,  0.00, 84.00,  0.00, -0.36
44,83708,0,0,0,0, 39954, 39954,  0.00, 35.00,  0.00, -0.36
45,83712,0,0,0,0, 39952, 39953,  0.00,  1.00,  0.00, -0.36
46,83717,0,0,0,0, 39956, 39956,  0.00,  2.00,  0.00, -0.36
47,83721,0,0,0,0, 39955, 39955,  0.00,  1.00,  0.00, -0.36
48,83726,0,0,0,0, 39953, 39954,  0.00,  3.00,  0.00, -0.36
49,83730,0,0,0,0, 39958, 39958,  0.00, 12.00,  0.00, -0.36
50,83735,0,0,0,0, 39964, 39965,  0.00, 41.00,  0.00, -0.36
51,83739,0,0,0,0, 39975, 39975,165.00,104.00,  0.00, -0.36
52,83744,0,0,0,0, 39978, 39978,  0.00, 91.00,  0.00, -0.36
53,83748,0,0,0,0, 39979, 39979,  0.00, 72.00,  0.00, -0.36
54,83753,0,0,0,0, 39983, 39983,  0.00, 33.00,  0.00, -0.36
55,83757,0,0,0,0, 39985, 39986,  0.00, 31.00,  0.00, -0.36
56,83762,0,0,0,0, 39989, 39990,  0.00, 42.00,  0.00, -0.36
57,83766,0,0,0,0, 39991, 39992,  0.00, 36.00,  0.00, -0.36
58,83771,0,0,0,0, 39991, 39992,  0.00, 26.00,  0.00, -0.36
59,83775,0,0,0,0, 39983, 39984,-120.00,-30.00,  0.00, -0.40
60,83780,0,0,0,0, 39982, 39982,  0.00,-44.00,  0.00, -0.40
61,83784,0,0,0,0, 39986, 39986,  0.00,-24.00,  0.00, -0.40
62,83789,0,0,0,0, 39985, 39985,  0.00, 12.00,  0.00, -0.40
63,83793,0,0,0,0, 39982, 39983,  0.00,  1.00,  0.00, -0.40
64,83798,0,0,0,0, 39975, 39976,  0.00,-47.00,  0.00, -0.40
65,83802,0,0,0,0, 39965, 39965,-150.00,-93.00,  0.00, -0.43
66,83807,0,0,0,0, 39975, 39976,120.00,-38.00,  0.00, -0.40
67,83811,0,0,0,0, 39985, 39985,150.00, 40.00,  0.00, -0.36
68,83816,1,0,0,0, 39990, 39991,  0.00,110.00,  0.00, -0.32
69,83820,0,0,0,0, 39982, 39982,-120.00, 30.00,  0.00, -0.36
70,83825,0,0,0,0, 39973, 39973,-108.00,-56.00,  0.00, -0.40
71,83830,2,0,0,0, 39978, 39978,  0.00,-56.00,  0.00, -0.40
72,83834,0,0,0,0, 39985, 39986,105.00, 19.00,  0.00, -0.40
73,83839,0,0,0,0, 39984, 39984,  0.00, 51.00,  0.00, -0.40
74,83843,0,0,0,0, 39975, 39976,-135.00,-14.00,  0.00, -0.40
75,83848,0,0,0,0, 39964, 39965,-132.00,-93.00,  0.00, -0.43
76,83852,2,0,0,0, 39962, 39962,  0.00,-99.00,  0.00, -0.43
77,83859,0,0,0,0, 39965, 39966,  0.00,-45.67,  0.00, -0.43
78,83863,0,0,0,0, 39968, 39968,  0.00, 13.33,  0.00, -0.43
79,83868,0,0,0,0, 39971, 39971,  0.00, 35.33,  0.00, -0.43
80,83872,0,0,0,0, 39966, 39966,  0.00,  2.00,  0.00, -0.43
81,83877,0,0,0,0, 39963, 39964,  0.00,-25.00,  0.00, -0.43
82,83881,0,0,0,0, 39958, 39958,  0.00,-62.00,  0.00, -0.43
83,83886,0,0,0,0, 39948, 39948,-120.00,-77.00,  0.00, -0.47
84,83890,0,0,0,0, 39945, 39946,  0.00,-80.00,  0.00, -0.47
85,83895,0,0,0,0, 39946, 39947,  0.00,-51.00,  0.00, -0.47
86,83899,0,0,0,0, 39956, 39957,150.00, 39.00,  0.00, -0.47
87,83904,0,0,0,0, 39969, 39970,156.00,106.00,  0.00, -0.47
88,83908,1,0,0,0, 39964, 39965,  0.00, 77.00,  0.00, -0.47
89,83913,0,0,0,0, 39956, 39956,  0.00, -5.00,  0.00, -0.47
90,83918,0,0,0,0, 39950, 39950,  0.00,-81.00,  0.00, -0.47
91,83922,0,0,0,0, 39946, 39946,  0.00,-76.00,  0.00, -0.47
92,83927,0,0,0,0, 39958, 39958,144.00,  4.00,  0.00, -0.47
93,83931,0,0,0,0, 39974, 39975,200.00,108.00,  0.00, -0.47
94,83936,1,0,0,0, 39983, 39984,108.00,164.00,  0.02, -0.47
95,83940,1,0,0,0, 39981, 39982,  0.00,106.00,  0.02, -0.47
96,83945,0,0,0,0, 39966, 39967,-180.00,-34.00,  0.00, -0.51
97,83949,0,0,0,0, 39955, 39956,-165.00,-125.00,  0.00, -0.55
98,83954,2,0,0,0, 39954, 39954,  0.00,-119.00,  0.00, -0.55
99,83958,0,0,0,0, 39962, 39963,120.00,-19.00,  0.00, -0.55
100,83963,0,0,0,0, 39979, 39979,200.00,104.00,  0.00, -0.55
101,83967,1,0,0,0, 39984, 39984,  0.00,133.00,  0.00, -0.55
102,83972,0,0,0,0, 39978, 39978,  0.00, 69.00,  0.00, -0.55
103,83976,0,0,0,0, 39969, 39970,-135.00,-44.00,  0.00, -0.55
104,83981,0,0,0,0, 39964, 39964,  0.00,-89.00,  0.00, -0.55
105,83985,0,0,0,0, 39974, 39974,150.00,-15.00,  0.00, -0.55
106,83990,0,0,0,0, 39992, 39992,200.00,102.00,  0.00, -0.55
107,83994,1,0,0,0, 40014, 40014,200.00,232.00,  0.03, -0.55
108,83999,1,0,0,0, 40018, 40019,  0.00,198.00,  0.03, -0.55
109,84003,0,0,0,0, 40000, 40001,-200.00, 36.00,  0.00, -0.59
110,84008,0,0,0,0, 39985, 39986,-180.00,-134.00,  0.00, -0.62
111,84012,2,0,0,0, 39980, 39981,  0.00,-175.00,  0.00, -0.62
112,84017,0,0,0,0, 39988, 39989,  0.00,-53.00,  0.00, -0.62
113,84021,0,0,0,0, 40005, 40006,200.00, 92.00,  0.00, -0.62
114,84026,0,0,0,0, 40007, 40007,  0.00,125.00,  0.00, -0.62
115,84030,0,0,0,0, 39988, 39988,-200.00, -2.00,  0.00, -0.66
116,84035,0,0,0,0, 39974, 39975,-168.00,-143.00,  0.00, -0.70
117,84039,2,0,0,0, 39964, 39965,-150.00,-201.00, -0.03, -0.74
118,84044,2,0,0,0, 39972, 39973,  0.00,-74.00, -0.03, -0.70
119,84048,0,0,0,0, 39999, 39999,200.00,117.00,  0.01, -0.66
120,84053,0,0,0,0, 40016, 40017,200.00,235.00,  0.00, -0.62
121,84057,1,0,0,0, 40014, 40014,  0.00,193.00,  0.00, -0.59
122,84062,0,0,0,0, 39995, 39995,-200.00,-18.00,  0.00, -0.62
123,84066,0,0,0,0, 39981, 39982,-200.00,-156.00,  0.00, -0.66
124,84071,2,0,0,0, 39980, 39980,  0.00,-150.00,  0.00, -0.66
125,84075,0,0,0,0, 39992, 39992,180.00,-14.00,  0.00, -0.66
126,84080,0,0,0,0, 40020, 40021,200.00,168.00,  0.00, -0.66
127,84085,1,0,0,0, 40032, 40033,144.00,220.00,  0.03, -0.66
128,84089,1,0,0,0, 40023, 40023,-135.00,115.00,  0.01, -0.66
129,84094,0,0,0,0, 40010, 40011,-156.00,-49.00,  0.00, -0.70
130,84098,2,0,0,0, 39999, 40000,-165.00,-152.00, -0.03, -0.74
131,84103,2,0,0,0, 39999, 39999,  0.00,-107.00, -0.03, -0.74
132,84107,0,0,0,0, 40006, 40006,105.00,-20.00,  0.01, -0.74
133,84112,0,0,0,0, 40008, 40009,  0.00, 43.00,  0.00, -0.74
134,84116,0,0,0,0, 40010, 40011,  0.00, 53.00,  0.00, -0.74
