30,83649,0,0,0, 39926,     0,  0.00,-34.00,  0.00, -1.91,-75.00,  0.00,  0.00
31,83654,0,0,0, 39922,     0,  0.00,-45.00,  0.00, -1.91,-48.00,  0.00,  0.00
32,83658,0,0,0, 39921,     0,  0.00,-46.00,  0.00, -1.91,-15.00,  0.00,  0.00
33,83662,0,0,0, 39922,     0,  0.00,-16.00,  0.00, -1.91, 15.00,  0.00,  0.00
34,83667,0,0,0, 39924,     0,  0.00,  8.00,  0.00, -1.91, 24.00,  0.00,  0.00
35,83671,0,0,0, 39927,     0,  0.00, 28.00,  0.00, -1.91, 45.00,  0.00,  0.00
36,83676,0,0,0, 39930,     0,  0.00, 35.00,  0.00, -1.91, 36.00,  0.00,  0.00
37,83681,0,0,0, 39932,     0,  0.00, 35.00,  0.00, -1.91, 24.00,  0.00,  0.00
38,83685,0,0,0, 39931,     0,  0.00, 15.00,  0.00, -1.91,-15.00,  0.00,  0.00
39,83690,0,0,0, 39932,     0,  0.00,  7.00,  0.00, -1.91, 12.00,  0.00,  0.00
40,83694,0,0,0, 39939,     0,105.00, 34.00,  0.00, -1.91,105.00,  0.00,  0.00
41,83699,0,0,0, 39946,     0,  0.00, 67.00,  0.00, -1.91, 84.00,  0.00,  0.00
42,83703,0,0,0, 39952,     0,  0.00, 93.00,  0.00, -1.91, 90.00,  0.00,  0.00
43,83708,0,0,0, 39954,     0,  0.00, 66.00,  0.00, -1.91, 24.00,  0.00,  0.00
44,83712,0,0,0, 39951,     0,  0.00, 23.00,  0.00, -1.91,-45.00,  0.00,  0.00
45,83717,0,0,0, 39952,     0,  0.00, -3.00,  0.00, -1.91, 12.00,  0.00,  0.00
46,83721,0,0,0, 39954,     0,  0.00, -1.00,  0.00, -1.91, 30.00,  0.00,  0.00
47,83726,0,0,0, 39953,     0,  0.00, 10.00,  0.00, -1.91,-12.00,  0.00,  0.00
48,83730,0,0,0, 39953,     0,  0.00,  6.00,  0.00, -1.91,  0.00,  0.00,  0.00
49,83735,0,0,0, 39958,     0,  0.00, 16.00,  0.00, -1.91, 60.00,  0.00,  0.00
50,83739,0,0,0, 39966,     0,120.00, 60.00,  0.00, -1.91,120.00,  0.00,  0.00
51,83744,0,0,0, 39974,     0,  0.00, 92.00,  0.00, -1.91, 96.00,  0.00,  0.00
52,83748,0,0,0, 39977,     0,  0.00, 87.00,  0.00, -1.91, 45.00,  0.00,  0.00
53,83753,0,0,0, 39979,     0,  0.00, 55.00,  0.00, -1.91, 24.00,  0.00,  0.00
54,83757,0,0,0, 39982,     0,  0.00, 38.00,  0.00, -1.91, 45.00,  0.00,  0.00
55,83762,0,0,0, 39985,     0,  0.00, 35.00,  0.00, -1.91, 36.00,  0.00,  0.00
56,83766,0,0,0, 39988,     0,  0.00, 42.00,  0.00, -1.91, 45.00,  0.00,  0.00
57,83771,0,0,0, 39990,     0,  0.00, 35.00,  0.00, -1.91, 24.00,  0.00,  0.00
58,83775,0,0,0, 39986,     0,  0.00,  3.00,  0.00, -1.91,-60.00,  0.00,  0.00
59,83780,0,0,0, 39981,     0,  0.00,-32.00,  0.00, -1.91,-60.00,  0.00,  0.00
60,83784,0,0,0, 39982,     0,  0.00,-35.00,  0.00, -1.91, 15.00,  0.00,  0.00
61,83789,0,0,0, 39983,     0,  0.00,-11.00,  0.00, -1.91, 12.00,  0.00,  0.00
62,83793,0,0,0, 39982,     0,  0.00,  4.00,  0.00, -1.91,-15.00,  0.00,  0.00
63,83798,0,0,0, 39978,     0,  0.00,-17.00,  0.00, -1.91,-48.00,  0.00,  0.00
64,83802,0,0,0, 39969,     0,-135.00,-66.00,  0.00, -1.91,-135.00,  0.00,  0.00
65,83807,0,0,0, 39964,     0,  0.00,-81.00,  0.00, -1.91,-60.00,  0.00,  0.00
66,83811,0,0,0, 39975,     0,150.00,-10.00,  0.00, -1.91,165.00,  0.00,  0.00
67,83816,0,0,0, 39986,     0,132.00, 79.00,  0.00, -1.91,132.00,  0.00,  0.00
68,83820,0,0,0, 39987,     0,  0.00,104.00,  0.00, -1.91, 15.00,  0.00,  0.00
69,83825,0,0,0, 39977,     0,-120.00,  9.00,  0.00, -1.91,-120.00,  0.00,  0.00
70,83830,0,0,0, 39973,     0,  0.00,-51.00,  0.00, -1.91,-48.00,  0.00,  0.00
71,83834,0,0,0, 39980,     0,105.00,-21.00,  0.00, -1.91,105.00,  0.00,  0.00
72,83839,0,0,0, 39984,     0,  0.00, 35.00,  0.00, -1.91, 48.00,  0.00,  0.00
73,83843,0,0,0, 39981,     0,  0.00, 36.00,  0.00, -1.91,-45.00,  0.00,  0.00
74,83848,0,0,0, 39972,     0,-108.00,-35.00,  0.00, -1.91,-108.00,  0.00,  0.00
75,83852,0,0,0, 39962,     0,-150.00,-101.00,  0.00, -1.91,-150.00,  0.00,  0.00
76,83859,0,0,0, 39964,     0,  0.00,-80.33,  0.00, -1.91, 17.14,  0.00,  0.00
77,83863,0,0,0, 39965,     0,  0.00,-39.33,  0.00, -1.91, 15.00,  0.00,  0.00
78,83868,0,0,0, 39969,     0,  0.00, 26.67,  0.00, -1.91, 48.00,  0.00,  0.00
79,83872,0,0,0, 39969,     0,  0.00, 21.00,  0.00, -1.91,  0.00,  0.00,  0.00
80,83877,0,0,0, 39964,     0,  0.00, -4.00,  0.00, -1.91,-60.00,  0.00,  0.00
81,83881,0,0,0, 39961,     0,  0.00,-35.00,  0.00, -1.91,-45.00,  0.00,  0.00
82,83886,0,0,0, 39953,     0,  0.00,-67.00,  0.00, -1.91,-96.00,  0.00,  0.00
83,83890,0,0,0, 39946,     0,-105.00,-82.00,  0.00, -1.91,-105.00,  0.00,  0.00
84,83895,0,0,0, 39945,     0,  0.00,-71.00,  0.00, -1.91,-12.00,  0.00,  0.00
85,83899,0,0,0, 39949,     0,  0.00,-19.00,  0.00, -1.91, 60.00,  0.00,  0.00
86,83904,0,0,0, 39961,     0,144.00, 64.00,  0.00, -1.91,144.00,  0.00,  0.00
87,83908,0,0,0, 39967,     0,  0.00, 98.00,  0.00, -1.91, 90.00,  0.00,  0.00
88,83913,0,0,0, 39961,     0,  0.00, 54.00,  0.00, -1.91,-72.00,  0.00,  0.00
89,83918,0,0,0, 39954,     0,  0.00,-22.00,  0.00, -1.91,-84.00,  0.00,  0.00
90,83922,0,0,0, 39947,     0,-105.00,-87.00,  0.00, -1.91,-105.00,  0.00,  0.00
91,83927,0,0,0, 39949,     0,  0.00,-55.00,  0.00, -1.91, 24.00,  0.00,  0.00
92,83931,0,0,0, 39963,     0,150.00, 43.00,  0.00, -1.91,210.00,  0.00,  0.00
93,83936,0,0,0, 39977,     0,150.00,134.00,  0.00, -1.91,168.00,  0.00,  0.00
94,83940,0,0,0, 39984,     0,105.00,161.00,  0.00, -1.91,105.00,  0.00,  0.00
95,83945,4,0,0, 39977,     0,  0.00, 63.00,  0.00, -1.91,-84.00,  0.00,  0.00
96,83949,0,0,0, 39963,     0,-150.00,-63.00,  0.00, -1.91,-210.00,  0.00,  0.00
97,83954,0,0,0, 39955,     0,  0.00,-130.00,  0.00, -1.91,-96.00,  0.00,  0.00
98,83958,0,0,0, 39956,     0,  0.00,-97.00,  0.00, -1.91, 15.00,  0.00,  0.00
99,83963,0,0,0, 39968,     0,144.00, 21.00,  0.00, -1.91,144.00,  0.00,  0.00
100,83967,0,0,0, 39982,     0,150.00,123.00,  0.00, -1.91,210.00,  0.00,  0.00
101,83972,0,0,0, 39982,     0,  0.00,118.00,  0.00, -1.91,  0.00,  0.00,  0.00
102,83976,0,0,0, 39975,     0,-105.00, 35.00,  0.00, -1.91,-105.00,  0.00,  0.00
103,83981,0,0,0, 39967,     0,  0.00,-67.00,  0.00, -1.91,-96.00,  0.00,  0.00
104,83985,0,0,0, 39966,     0,  0.00,-72.00,  0.00, -1.91,-15.00,  0.00,  0.00
105,83990,0,0,0, 39979,     0,150.00, 15.00,  0.00, -1.91,156.00,  0.00,  0.00
106,83994,0,0,0, 40000,     0,150.00,152.00,  0.00, -1.91,315.00,  0.00,  0.00
107,83999,4,0,0, 40016,     0,150.00,221.00,  0.04, -1.91,192.00,  0.04,  0.00
108,84003,4,0,0, 40013,     0,  0.00,154.00,  0.04, -1.91,-45.00,  0.07,  0.00
109,84008,0,0,0, 39996,     0,-150.00,-19.00,  0.00, -1.91,-204.00,  0.03,  0.00
110,84012,0,0,0, 39983,     0,-150.00,-148.00,  0.00, -1.91,-195.00,  0.00,  0.00
111,84017,0,0,0, 39983,     0,  0.00,-133.00,  0.00, -1.91,  0.00,  0.00,  0.00
112,84021,0,0,0, 39996,     0,150.00,  0.00,  0.00, -1.91,195.00,  0.00,  0.00
113,84026,0,0,0, 40007,     0,132.00,109.00,  0.00, -1.91,132.00,  0.00,  0.00
114,84030,0,0,0, 40001,     0,  0.00, 79.00,  0.00, -1.91,-90.00,  0.00,  0.00
115,84035,0,0,0, 39984,     0,-150.00,-54.00,  0.00, -1.91,-204.00,  0.00,  0.00
116,84039,0,0,0, 39970,     0,-150.00,-168.00,  0.00, -1.91,-210.00,  0.00,  0.00
117,84044,2,0,0, 39968,     0,  0.00,-146.00,  0.00, -1.91,-24.00,  0.00,  0.00
118,84048,0,0,0, 39983,     0,150.00, -3.00,  0.00, -1.91,225.00,  0.00,  0.00
119,84053,0,0,0, 40005,     0,150.00,155.00,  0.00, -1.91,264.00,  0.00,  0.00
120,84057,4,0,0, 40016,     0,150.00,218.00,  0.03, -1.91,165.00,  0.03,  0.00
121,84062,4,0,0, 40010,     0,  0.00,119.00,  0.03, -1.91,-72.00,  0.00,  0.00
122,84066,0,0,0, 39993,     0,-150.00,-54.00,  0.00, -1.91,-255.00,  0.00,  0.00
123,84071,0,0,0, 39981,     0,-144.00,-157.00,  0.00, -1.91,-144.00,  0.00,  0.00
124,84075,2,0,0, 39984,     0,  0.00,-118.00,  0.00, -1.91, 45.00,  0.00,  0.00
125,84080,0,0,0, 40000,     0,150.00, 31.00,  0.00, -1.91,192.00,  0.00,  0.00
126,84085,0,0,0, 40023,     0,150.00,171.00,  0.00, -1.91,276.00,  0.00,  0.00
127,84089,4,0,0, 40030,     0,105.00,191.00,  0.02, -1.91,105.00,  0.03,  0.00
128,84094,4,0,0, 40020,     0,-120.00, 87.00, -0.01, -1.91,-120.00,  0.00,  0.00
129,84098,0,0,0, 40007,     0,-150.00,-70.00,  0.02, -1.91,-195.00,  0.00,  0.00
130,84103,0,0,0, 40000,     0,  0.00,-133.00,  0.00, -1.91,-84.00,  0.00,  0.00
131,84107,0,0,0, 40001,     0,  0.00,-88.00,  0.00, -1.91, 15.00,  0.00,  0.00
132,84112,0,0,0, 40006,     0,  0.00, -3.00,  0.00, -1.91, 60.00,  0.00,  0.00
133,84116,0,0,0, 40008,     0,  0.00, 35.00,  0.00, -1.91, 30.00,  0.00,  0.00
134,84121,0,0,0, 40009,     0,  0.00, 34.00,  0.00, -1.91, 12.00,  0.00,  0.00
135,84125,0,0,0, 40009,     0,  0.00, 14.00,  0.00, -1.91,  0.00,  0.00,  0.00
136,84130,0,0,0, 40011,     0,  0.00, 12.00,  0.00, -1.91, 24.00,  0.00,  0.00
137,84134,0,0,0, 40017,     0,  0.00, 38.00,  0.00, -1.91, 90.00,  0.00,  0.00
138,84139,0,0,0, 40018,     0,  0.00, 42.00,  0.00, -1.91, 12.00,  0.00,  0.00
139,84143,0,0,0, 40018,     0,  0.00, 34.00,  0.00, -1.91,  0.00,  0.00,  0.00
140,84148,0,0,0, 40017,     0,  0.00,  0.00,  0.00, -1.91,-12.00,  0.00,  0.00
141,84152,0,0,0, 40015,     0,  0.00,-14.00,  0.00, -1.91,-30.00,  0.00,  0.00
142,84157,0,0,0, 40019,     0,  0.00,  2.00,  0.00, -1.91, 48.00,  0.00,  0.00
143,84163,0,0,0, 40026,     0,  0.00, 29.33,  0.00, -1.91, 70.00,  0.00,  0.00
144,84168,0,0,0, 40026,     0,  0.00, 39.33,  0.00, -1.91,  0.00,  0.00,  0.00
145,84172,0,0,0, 40023,     0,  0.00,  8.33,  0.00, -1.91,-45.00,  0.00,  0.00
146,84177,0,0,0, 40021,     0,  0.00,-23.00,  0.00, -1.91,-24.00,  0.00,  0.00
147,84181,0,0,0, 40021,     0,  0.00,-23.00,  0.00, -1.91,  0.00,  0.00,  0.00
148,84186,0,0,0, 40025,     0,  0.00,  8.00,  0.00, -1.91, 48.00,  0.00,  0.00
149,84190,0,0,0, 40031,     0,  0.00, 46.00,  0.00, -1.91, 90.00,  0.00,  0.00
150,84195,0,0,0, 40034,     0,  0.00, 58.00,  0.00, -1.91, 36.00,  0.00,  0.00
151,84199,0,0,0, 40036,     0,  0.00, 52.00,  0.00, -1.91, 30.00,  0.00,  0.00
152,84204,0,0,0, 40038,     0,  0.00, 30.00,  0.00, -1.91, 24.00,  0.00,  0.00
153,84208,0,0,0, 40039,     0,  0.00, 23.00,  0.00, -1.91, 15.00,  0.00,  0.00
154,84213,0,0,0, 40037,     0,  0.00,  5.00,  0.00, -1.91,-24.00,  0.00,  0.00
155,84217,0,0,0, 40032,     0,  0.00,-28.00,  0.00, -1.91,-75.00,  0.00,  0.00
156,84222,0,0,0, 40027,     0,  0.00,-53.00,  0.00, -1.91,-60.00,  0.00,  0.00
157,84226,0,0,0, 40026,     0,  0.00,-50.00,  0.00, -1.91,-15.00,  0.00,  0.00
158,84231,0,0,0, 40030,     0,  0.00, -9.00,  0.00, -1.91, 48.00,  0.00,  0.00
159,84235,0,0,0, 40038,     0,120.00, 51.00,  0.00, -1.91,120.00,  0.00,  0.00
160,84240,0,0,0, 40042,     0,  0.00, 72.00,  0.00, -1.91, 48.00,  0.00,  0.00
161,84244,0,0,0, 40039,     0,  0.00, 41.00,  0.00, -1.91,-45.00,  0.00,  0.00
162,84249,0,0,0, 40033,     0,  0.00,-23.00,  0.00, -1.91,-72.00,  0.00,  0.00
163,84253,0,0,0, 40030,     0,  0.00,-54.00,  0.00, -1.91,-45.00,  0.00,  0.00
164,84258,0,0,0, 40031,     0,  0.00,-35.00,  0.00, -1.91, 12.00,  0.00,  0.00
165,84262,0,0,0, 40035,     0,  0.00,  9.00,  0.00, -1.91, 60.00,  0.00,  0.00
166,84267,0,0,0, 40042,     0,  0.00, 52.00,  0.00, -1.91, 84.00,  0.00,  0.00
167,84271,0,0,0, 40048,     0,  0.00, 78.00,  0.00, -1.91, 90.00,  0.00,  0.00
168,84276,0,0,0, 40049,     0,  0.00, 62.00,  0.00, -1.91, 12.00,  0.00,  0.00
169,84280,0,0,0, 40045,     0,  0.00, 14.00,  0.00, -1.91,-60.00,  0.00,  0.00
170,84285,0,0,0, 40042,     0,  0.00,-28.00,  0.00, -1.91,-36.00,  0.00,  0.00
171,84290,0,0,0, 40043,     0,  0.00,-28.00,  0.00, -1.91, 12.00,  0.00,  0.00
172,84294,0,0,0, 40049,     0,  0.00, 22.00,  0.00, -1.91, 90.00,  0.00,  0.00
173,84299,0,0,0, 40053,     0,  0.00, 50.00,  0.00, -1.91, 48.00,  0.00,  0.00
174,84303,0,0,0, 40053,     0,  0.00, 46.00,  0.00, -1.91,  0.00,  0.00,  0.00
175,84308,0,0,0, 40053,     0,  0.00, 16.00,  0.00, -1.91,  0.00,  0.00,  0.00
176,84312,0,0,0, 40050,     0,  0.00,-15.00,  0.00, -1.91,-45.00,  0.00,  0.00
177,84317,0,0,0, 40049,     0,  0.00,-19.00,  0.00, -1.91,-12.00,  0.00,  0.00
178,84321,0,0,0, 40049,     0,  0.00,-19.00,  0.00, -1.91,  0.00,  0.00,  0.00
179,84326,0,0,0, 40049,     0,  0.00, -4.00,  0.00, -1.91,  0.00,  0.00,  0.00
180,84330,0,0,0, 40052,     0,  0.00, 15.00,  0.00, -1.91, 45.00,  0.00,  0.00
181,84335,0,0,0, 40053,     0,  0.00, 19.00,  0.00, -1.91, 12.00,  0.00,  0.00
182,84339,0,0,0, 40054,     0,  0.00, 24.00,  0.00, -1.91, 15.00,  0.00,  0.00
183,84344,0,0,0, 40056,     0,  0.00, 17.00,  0.00, -1.91, 24.00,  0.00,  0.00
184,84348,0,0,0, 40053,     0,  0.00, -2.00,  0.00, -1.91,-45.00,  0.00,  0.00
185,84353,0,0,0, 40055,     0,  0.00,  1.00,  0.00, -1.91, 24.00,  0.00,  0.00
186,84357,0,0,0, 40057,     0,  0.00,  3.00,  0.00, -1.91, 30.00,  0.00,  0.00
187,84362,0,0,0, 40060,     0,  0.00, 30.00,  0.00, -1.91, 36.00,  0.00,  0.00
188,84366,0,0,0, 40068,     0,120.00, 62.00,  0.00, -1.91,120.00,  0.00,  0.00
189,84371,0,0,0, 40073,     0,  0.00, 72.00,  0.00, -1.91, 60.00,  0.00,  0.00
190,84375,0,0,0, 40073,     0,  0.00, 60.00,  0.00, -1.91,  0.00,  0.00,  0.00
191,84380,0,0,0, 40073,     0,  0.00, 20.00,  0.00, -1.91,  0.00,  0.00,  0.00
192,84384,0,0,0, 40072,     0,  0.00, -5.00,  0.00, -1.91,-15.00,  0.00,  0.00
193,84389,0,0,0, 40074,     0,  0.00,  3.00,  0.00, -1.91, 24.00,  0.00,  0.00
194,84393,0,0,0, 40079,     0,  0.00, 28.00,  0.00, -1.91, 75.00,  0.00,  0.00
195,84398,0,0,0, 40079,     0,  0.00, 33.00,  0.00, -1.91,  0.00,  0.00,  0.00
196,84402,0,0,0, 40079,     0,  0.00, 25.00,  0.00, -1.91,  0.00,  0.00,  0.00
197,84407,0,0,0, 40078,     0,  0.00, -4.00,  0.00, -1.91,-12.00,  0.00,  0.00
198,84411,0,0,0, 40076,     0,  0.00,-14.00,  0.00, -1.91,-30.00,  0.00,  0.00
199,84416,0,0,0, 40079,     0,  0.00, -2.00,  0.00, -1.91, 36.00,  0.00,  0.00
200,84420,0,0,0, 40079,     0,  0.00,  2.00,  0.00, -1.91,  0.00,  0.00,  0.00
201,84425,0,0,0, 40081,     0,  0.00, 20.00,  0.00, -1.91, 24.00,  0.00,  0.00
202,84430,0,0,0, 40083,     0,  0.00, 16.00,  0.00, -1.91, 24.00,  0.00,  0.00
203,84434,0,0,0, 40083,     0,  0.00, 16.00,  0.00, -1.91,  0.00,  0.00,  0.00
204,84439,0,0,0, 40083,     0,  0.00,  8.00,  0.00, -1.91,  0.00,  0.00,  0.00
205,84443,0,0,0, 40078,     0,  0.00,-25.00,  0.00, -1.91,-75.00,  0.00,  0.00
206,84448,0,0,0, 40074,     0,  0.00,-41.00,  0.00, -1.91,-48.00,  0.00,  0.00
207,84452,0,0,0, 40075,     0,  0.00,-36.00,  0.00, -1.91, 15.00,  0.00,  0.00
208,84457,0,0,0, 40076,     0,  0.00, -7.00,  0.00, -1.91, 12.00,  0.00,  0.00
209,84461,0,0,0, 40082,     0,  0.00, 39.00,  0.00, -1.91, 90.00,  0.00,  0.00
210,84468,0,0,0, 40089,     0,  0.00, 54.00,  0.00, -1.91, 60.00,  0.00,  0.00
211,84472,0,0,0, 40089,     0,  0.00, 50.00,  0.00, -1.91,  0.00,  0.00,  0.00
212,84477,0,0,0, 40091,     0,  0.00, 28.00,  0.00, -1.91, 24.00,  0.00,  0.00
213,84481,0,0,0, 40093,     0,  0.00, 18.00,  0.00, -1.91, 30.00,  0.00,  0.00
214,84486,0,0,0, 40097,     0,  0.00, 34.00,  0.00, -1.91, 48.00,  0.00,  0.00
215,84490,0,0,0, 40101,     0,  0.00, 46.00,  0.00, -1.91, 60.00,  0.00,  0.00
216,84495,0,0,0, 40102,     0,  0.00, 40.00,  0.00, -1.91, 12.00,  0.00,  0.00
217,84499,0,0,0, 40102,     0,  0.00, 24.00,  0.00, -1.91,  0.00,  0.00,  0.00
218,84504,0,0,0, 40102,     0,  0.00,  4.00,  0.00, -1.91,  0.00,  0.00,  0.00
219,84509,0,0,0, 40106,     0,  0.00, 16.00,  0.00, -1.91, 48.00,  0.00,  0.00
220,84513,0,0,0, 40110,     0,  0.00, 36.00,  0.00, -1.91, 60.00,  0.00,  0.00
221,84518,0,0,0, 40111,     0,  0.00, 40.00,  0.00, -1.91, 12.00,  0.00,  0.00
222,84522,0,0,0, 40105,     0,  0.00, -6.00,  0.00, -1.91,-90.00,  0.00,  0.00
223,84527,0,0,0, 40101,     0,  0.00,-42.00,  0.00, -1.91,-48.00,  0.00,  0.00
224,84531,0,0,0, 40106,     0,  0.00,-21.00,  0.00, -1.91, 75.00,  0.00,  0.00
225,84536,0,0,0, 40112,     0,  0.00, 33.00,  0.00, -1.91, 72.00,  0.00,  0.00
226,84540,0,0,0, 40109,     0,  0.00, 34.00,  0.00, -1.91,-45.00,  0.00,  0.00
227,84545,0,0,0, 40102,     0,  0.00,-19.00,  0.00, -1.91,-84.00,  0.00,  0.00
228,84549,0,0,0, 40100,     0,  0.00,-53.00,  0.00, -1.91,-30.00,  0.00,  0.00
229,84554,0,0,0, 40104,     0,  0.00,-22.00,  0.00, -1.91, 48.00,  0.00,  0.00
230,84558,0,0,0, 40103,     0,  0.00,  1.00,  0.00, -1.91,-15.00,  0.00,  0.00
231,84563,0,0,0, 40046,     0,-150.00,-217.00,  0.00, -1.91,-684.00, -0.04, -0.02
232,84567,0,0,0, 39915,     0,-150.00,-888.00,  0.00, -1.91,-1965.00, -0.07, -0.04
233,84572,2,0,0, 39804,     0,-150.00,-1327.00, -0.04, -1.91,-1332.00, -0.12, -0.06
234,84576,2,0,0, 39727,     0,-150.00,-1484.00, -0.08, -1.91,-1155.00, -0.15, -0.07
235,84581,2,0,0, 39620,     0,-150.00,-1257.00, -0.12, -1.91,-1284.00, -0.19, -0.10
236,84585,2,0,0, 39489,     0,-150.00,-1468.00, -0.15, -1.91,-1965.00, -0.22, -0.11
237,84590,2,0,0, 39368,     0,-150.00,-1567.00, -0.19, -1.91,-1452.00, -0.27, -0.13
238,84594,2,0,0, 39255,     0,-150.00,-1704.00, -0.23, -1.91,-1695.00, -0.30, -0.15
239,84599,2,0,0, 39139,     0,-150.00,-1513.00, -0.27, -1.91,-1392.00, -0.34, -0.17
240,84603,2,0,0, 39019,     0,-150.00,-1629.00, -0.30, -1.91,-1800.00, -0.37, -0.19
241,84608,2,0,0, 38904,     0,-150.00,-1524.00, -0.34, -1.91,-1380.00, -0.42, -0.21
242,84612,2,0,0, 38789,     0,-150.00,-1635.00, -0.38, -1.91,-1725.00, -0.45, -0.22
243,84617,2,0,0, 38677,     0,-150.00,-1483.00, -0.42, -1.91,-1344.00, -0.49, -0.25
244,84621,2,0,0, 38567,     0,-150.00,-1573.00, -0.45, -1.91,-1650.00, -0.52, -0.26
245,84626,2,0,0, 38454,     0,-150.00,-1450.00, -0.49, -1.91,-1356.00, -0.57, -0.28
246,84630,2,0,0, 38337,     0,-150.00,-1587.00, -0.53, -1.91,-1755.00, -0.60, -0.30
247,84635,2,0,0, 38221,     0,-150.00,-1501.00, -0.57, -1.91,-1392.00, -0.64, -0.32
248,84639,2,0,0, 38104,     0,-150.00,-1634.00, -0.60, -1.91,-1755.00, -0.68, -0.34
249,84644,2,0,0, 37990,     0,-150.00,-1505.00, -0.64, -1.91,-1368.00, -0.72, -0.36
250,84648,2,0,0, 37874,     0,-150.00,-1621.00, -0.68, -1.91,-1740.00, -0.75, -0.38
251,84653,2,0,0, 37763,     0,-150.00,-1480.00, -0.72, -1.91,-1332.00, -0.79, -0.40
252,84657,2,0,0, 37651,     0,-150.00,-1584.00, -0.75, -1.91,-1680.00, -0.83, -0.41
253,84662,2,0,0, 37537,     0,-150.00,-1460.00, -0.79, -1.91,-1368.00, -0.87, -0.43
254,84666,2,0,0, 37422,     0,-150.00,-1591.00, -0.83, -1.91,-1725.00, -0.90, -0.45
255,84671,2,0,0, 37307,     0,-150.00,-1491.00, -0.87, -1.91,-1380.00, -0.94, -0.47
256,84675,2,0,0, 37190,     0,-150.00,-1620.00, -0.90, -1.91,-1755.00, -0.98, -0.49
257,84680,2,0,0, 37074,     0,-150.00,-1509.00, -0.94, -1.91,-1392.00, -1.00, -0.50
258,84684,2,0,0, 36957,     0,-150.00,-1634.00, -0.98, -1.91,-1755.00, -1.00, -0.50
259,84689,2,0,0, 36843,     0,-150.00,-1505.00, -1.00, -1.91,-1368.00, -1.00, -0.50
260,84693,2,0,0, 36729,     0,-150.00,-1611.00, -1.00, -1.91,-1710.00, -1.00, -0.50
261,84698,2,0,0, 36612,     0,-150.00,-1494.00, -1.00, -1.91,-1404.00, -1.00, -0.50
262,84702,2,0,0, 36492,     0,-150.00,-1638.00, -1.00, -1.91,-1800.00, -1.00, -0.50
263,84707,2,0,0, 36376,     0,-150.00,-1532.00, -1.00, -1.91,-1392.00, -1.00, -0.50
264,84711,2,0,0, 36262,     0,-150.00,-1634.00, -1.00, -1.91,-1710.00, -1.00, -0.50
265,84716,2,0,0, 36165,     0,-150.00,-1422.00, -1.00, -1.91,-1164.00, -1.00, -0.50
