# fpcnt, time, flt_mode, hold_mode, hold_descent_cnt,  hold_climb_cnt, alt, gps_alt, delta_baro, ave_cr_val, flight_phase, r_fphase, dalt, r_calcfp, r_phi_offset, 
2,82138,0,0,0,0, 17500, 17686,200.00,800.00,  0.00,  0.24,2400.00,  0.04,  0.00
3,82142,0,0,0,0, 17746, 17896,200.00,2030.00,  0.00,  0.28,3690.00,  0.07,  0.00
4,82147,4,0,0,0, 17977, 18139,200.00,2954.00,  0.04,  0.31,2772.00,  0.12,  0.00
5,82151,4,0,0,0, 18194, 18334,200.00,3239.00,  0.08,  0.35,3255.00,  0.15,  0.00
6,82156,4,0,0,0, 18413, 18571,200.00,2885.00,  0.12,  0.39,2628.00,  0.19,  0.00
7,82160,4,0,0,0, 18622, 18754,200.00,3006.00,  0.15,  0.43,3135.00,  0.22,  0.00
8,82165,4,0,0,0, 18829, 18984,200.00,2749.00,  0.19,  0.46,2484.00,  0.27,  0.00
9,82169,4,0,0,0, 19037, 19174,200.00,2913.00,  0.23,  0.50,3120.00,  0.30,  0.00
10,82174,4,0,0,0, 19258, 19426,200.00,2752.00,  0.27,  0.54,2652.00,  0.34,  0.00
11,82178,4,0,0,0, 19485, 19627,200.00,3059.00,  0.30,  0.57,3405.00,  0.37,  0.00
12,82183,4,0,0,0, 19710, 19870,200.00,2919.00,  0.34,  0.61,2700.00,  0.42,  0.00
13,82187,4,0,0,0, 19928, 20065,200.00,3125.00,  0.38,  0.65,3270.00,  0.45,  0.00
14,82192,4,0,0,0, 20150, 20313,200.00,2878.00,  0.42,  0.69,2664.00,  0.49,  0.00
15,82196,4,0,0,0, 20369, 20502,200.00,3073.00,  0.45,  0.72,3285.00,  0.52,  0.00
16,82201,4,0,0,0, 20575, 20714,200.00,2807.00,  0.49,  0.76,2472.00,  0.57,  0.00
17,82205,4,0,0,0, 20762, 20872,200.00,2854.00,  0.52,  0.80,2805.00,  0.60,  0.00
18,82210,4,0,0,0, 20936, 21053,200.00,2455.00,  0.57,  0.83,2088.00,  0.64,  0.00
