# 20100318_224850
# tim alt SimFp RadFP
82138.000000,17500.000000,0.000000,0.000000 
82142.000000,17746.000000,0.000000,0.033333 
82147.000000,17977.000000,0.000000,0.075000 
82151.000000,18194.000000,0.033333,0.108333 
82156.000000,18413.000000,0.075000,0.150000 
82160.000000,18622.000000,0.108333,0.183333 
82165.000000,18829.000000,0.150000,0.225000 
82169.000000,19037.000000,0.183333,0.258333 
82174.000000,19258.000000,0.225000,0.300000 
82178.000000,19485.000000,0.258333,0.333333 
82183.000000,19710.000000,0.300000,0.375000 
82187.000000,19928.000000,0.333333,0.408333 
82192.000000,20150.000000,0.375000,0.450000 
82196.000000,20369.000000,0.408333,0.483333 
82201.000000,20575.000000,0.450000,0.525000 
82205.000000,20762.000000,0.483333,0.558333 
82210.000000,20936.000000,0.525000,0.600000 
82214.000000,21096.000000,0.558333,0.633333 
82219.000000,21252.000000,0.600000,0.675000 
82224.000000,21402.000000,0.641667,0.716667 
82228.000000,21561.000000,0.675000,0.750000 
82233.000000,21740.000000,0.716667,0.791667 
82237.000000,21927.000000,0.750000,0.825000 
82242.000000,22108.000000,0.791667,0.866667 
82246.000000,22292.000000,0.825000,0.900000 
82251.000000,22471.000000,0.866667,0.941667 
82255.000000,22644.000000,0.900000,0.975000 
82260.000000,22796.000000,0.941667,1.000000 
82264.000000,22947.000000,0.975000,1.000000 
82269.000000,23109.000000,1.000000,1.000000 
82273.000000,23285.000000,1.000000,1.000000 
82278.000000,23466.000000,1.000000,1.000000 
82282.000000,23638.000000,1.000000,1.000000 
82287.000000,23784.000000,1.000000,1.000000 
82291.000000,23907.000000,1.000000,1.000000 
82296.000000,24023.000000,1.000000,1.000000 
82300.000000,24142.000000,1.000000,1.000000 
82305.000000,24276.000000,1.000000,1.000000 
82309.000000,24435.000000,1.000000,1.000000 
82314.000000,24612.000000,1.000000,1.000000 
82318.000000,24793.000000,1.000000,1.000000 
82323.000000,24948.000000,1.000000,1.000000 
82327.000000,25081.000000,1.000000,1.000000 
82332.000000,25221.000000,1.000000,1.000000 
82338.000000,25459.000000,1.000000,1.000000 
82342.000000,25668.000000,1.000000,1.000000 
82347.000000,25874.000000,1.000000,1.000000 
82351.000000,26023.000000,1.000000,1.000000 
82356.000000,26114.000000,1.000000,1.000000 
82360.000000,26204.000000,1.000000,1.000000 
82365.000000,26331.000000,1.000000,1.000000 
82369.000000,26494.000000,1.000000,1.000000 
82374.000000,26680.000000,1.000000,1.000000 
82378.000000,26870.000000,1.000000,1.000000 
82383.000000,27046.000000,1.000000,1.000000 
82388.000000,27188.000000,1.000000,1.000000 
82392.000000,27316.000000,1.000000,1.000000 
82397.000000,27446.000000,1.000000,1.000000 
82401.000000,27578.000000,1.000000,1.000000 
82406.000000,27709.000000,1.000000,1.000000 
82410.000000,27854.000000,1.000000,1.000000 
82415.000000,27995.000000,1.000000,1.000000 
82419.000000,28128.000000,1.000000,1.000000 
82424.000000,28254.000000,1.000000,1.000000 
82428.000000,28381.000000,1.000000,1.000000 
82433.000000,28518.000000,1.000000,1.000000 
82437.000000,28659.000000,1.000000,1.000000 
82442.000000,28801.000000,1.000000,1.000000 
82446.000000,28945.000000,1.000000,1.000000 
82451.000000,29104.000000,1.000000,1.000000 
82455.000000,29290.000000,1.000000,1.000000 
82460.000000,29475.000000,1.000000,1.000000 
82464.000000,29633.000000,1.000000,1.000000 
82469.000000,29762.000000,1.000000,1.000000 
82473.000000,29874.000000,1.000000,1.000000 
82478.000000,29980.000000,1.000000,1.000000 
82482.000000,30106.000000,1.000000,1.000000 
82487.000000,30255.000000,1.000000,1.000000 
82491.000000,30408.000000,1.000000,1.000000 
82496.000000,30548.000000,1.000000,1.000000 
82500.000000,30671.000000,1.000000,1.000000 
82505.000000,30787.000000,1.000000,1.000000 
82509.000000,30894.000000,1.000000,1.000000 
82514.000000,31001.000000,1.000000,1.000000 
82518.000000,31113.000000,1.000000,1.000000 
82523.000000,31228.000000,1.000000,1.000000 
82527.000000,31348.000000,1.000000,1.000000 
82532.000000,31489.000000,1.000000,1.000000 
82536.000000,31640.000000,1.000000,1.000000 
82541.000000,31780.000000,1.000000,1.000000 
82545.000000,31896.000000,1.000000,1.000000 
82550.000000,31996.000000,1.000000,1.000000 
82554.000000,32093.000000,1.000000,1.000000 
82559.000000,32188.000000,1.000000,1.000000 
