4 20000.000000 0.000000 -0.008333
6 20000.000000 0.000000 -0.008333
8 20000.000000 0.000000 -0.008333
10 20000.000000 0.000000 -0.008333
12 20000.000000 0.000000 -0.008333
14 20000.000000 0.000000 -0.008333
16 20000.000000 0.000000 -0.008333
18 20000.000000 0.000000 -0.008333
20 20000.000000 0.000000 -0.008333
22 20000.000000 0.000000 -0.008333
24 20000.000000 0.000000 -0.008333
26 20000.000000 0.000000 -0.008333
28 20000.000000 0.000000 -0.008333
30 20000.000000 0.000000 -0.008333
32 20000.000000 0.000000 -0.008333
34 20000.000000 0.000000 -0.008333
36 20000.000000 0.000000 -0.008333
38 20000.000000 0.000000 -0.008333
40 20000.000000 0.000000 -0.008333
42 20000.000000 0.000000 -0.008333
44 20000.000000 0.000000 -0.008333
46 20000.000000 0.000000 -0.008333
48 20000.000000 0.000000 -0.008333
50 20000.000000 0.000000 -0.008333
52 20000.000000 0.000000 -0.008333
54 20000.000000 0.000000 -0.008333
56 20000.000000 0.000000 -0.008333
58 20000.000000 0.000000 -0.008333
60 20000.000000 0.000000 -0.008333
62 20000.000000 0.000000 -0.008333
64 20000.000000 0.000000 -0.008333
66 20000.000000 0.000000 -0.008333
68 20000.000000 0.000000 -0.008333
70 20000.000000 0.000000 -0.008333
72 20000.000000 0.000000 -0.008333
74 20000.000000 0.000000 -0.008333
76 20000.000000 0.000000 -0.008333
78 20000.000000 0.000000 -0.008333
80 20000.000000 0.000000 -0.008333
82 20000.000000 0.000000 -0.008333
84 20000.000000 0.000000 -0.008333
86 20000.000000 0.000000 -0.008333
88 20000.000000 0.000000 -0.008333
90 20000.000000 0.000000 -0.008333
92 20000.000000 0.000000 -0.008333
94 20000.000000 0.000000 -0.008333
96 20000.000000 0.000000 -0.008333
98 20000.000000 0.000000 -0.008333
100 20000.000000 0.000000 -0.008333
102 20000.000000 0.000000 -0.008333
104 20000.000000 0.000000 -0.008333
106 20000.000000 0.000000 -0.008333
108 20000.000000 0.000000 -0.008333
110 20000.000000 0.000000 -0.008333
112 20000.000000 0.000000 -0.008333
114 20000.000000 0.000000 -0.008333
116 20000.000000 0.000000 -0.008333
118 20000.000000 0.000000 -0.008333
120 20000.000000 0.000000 -0.008333
122 20000.000000 0.000000 -0.008333
124 20000.000000 0.000000 -0.008333
126 20000.000000 0.000000 -0.008333
128 20000.000000 0.000000 -0.008333
130 20000.000000 0.000000 -0.008333
132 20000.000000 0.000000 -0.008333
134 20000.000000 0.000000 -0.008333
136 20000.000000 0.000000 -0.008333
138 20000.000000 0.000000 -0.008333
140 20000.000000 0.000000 -0.008333
142 20000.000000 0.000000 -0.008333
144 20000.000000 0.000000 -0.008333
146 20000.000000 0.000000 -0.008333
148 20000.000000 0.000000 -0.008333
150 20000.000000 0.000000 -0.008333
152 20000.000000 0.000000 -0.008333
154 20000.000000 0.000000 -0.008333
156 20000.000000 0.000000 -0.008333
158 20000.000000 0.000000 -0.008333
160 20000.000000 0.000000 -0.008333
162 20000.000000 0.000000 -0.008333
164 20000.000000 0.000000 -0.008333
